predicate,agent,patient,manner,location,entry_id,original_text
sit,you,N/A,N/A,N/A,1077,"Now the first thing I’m going to do to you, Ralph is stop you wetting your pants. Now this is an early summer. I’ve looked over your home and your lot. There are plenty of dandelions on it. I explained to your wife to get a trowel and a bushel basket. You put on an old pair of black trousers. You go out at 8:00 and sit down on the lawn and start digging up dandelions. There are lots of them there, Ralph. You will sit on the lawn from eight in the morning until six at night. Your wife will furnish you with two gallons of good lemonade and salt pills. Now you know how many salt pills you will have to take, and you are going to drink the full two gallons of lemonade. Every time you need to urinate you just sit there and urinate on the ground. Now, Phoenix is a small town (at that time it was), and people are friendly. The passersby will want to stop and talk with you and watch you dig out the dandelions. And you will be drinking lemonade and urinating, and you are going to sit there all day."
furnish,wife,you,N/A,N/A,1077,"Now the first thing I’m going to do to you, Ralph is stop you wetting your pants. Now this is an early summer. I’ve looked over your home and your lot. There are plenty of dandelions on it. I explained to your wife to get a trowel and a bushel basket. You put on an old pair of black trousers. You go out at 8:00 and sit down on the lawn and start digging up dandelions. There are lots of them there, Ralph. You will sit on the lawn from eight in the morning until six at night. Your wife will furnish you with two gallons of good lemonade and salt pills. Now you know how many salt pills you will have to take, and you are going to drink the full two gallons of lemonade. Every time you need to urinate you just sit there and urinate on the ground. Now, Phoenix is a small town (at that time it was), and people are friendly. The passersby will want to stop and talk with you and watch you dig out the dandelions. And you will be drinking lemonade and urinating, and you are going to sit there all day."
know,you,N/A,now,N/A,1077,"Now the first thing I’m going to do to you, Ralph is stop you wetting your pants. Now this is an early summer. I’ve looked over your home and your lot. There are plenty of dandelions on it. I explained to your wife to get a trowel and a bushel basket. You put on an old pair of black trousers. You go out at 8:00 and sit down on the lawn and start digging up dandelions. There are lots of them there, Ralph. You will sit on the lawn from eight in the morning until six at night. Your wife will furnish you with two gallons of good lemonade and salt pills. Now you know how many salt pills you will have to take, and you are going to drink the full two gallons of lemonade. Every time you need to urinate you just sit there and urinate on the ground. Now, Phoenix is a small town (at that time it was), and people are friendly. The passersby will want to stop and talk with you and watch you dig out the dandelions. And you will be drinking lemonade and urinating, and you are going to sit there all day."
have,you,N/A,N/A,N/A,1077,"Now the first thing I’m going to do to you, Ralph is stop you wetting your pants. Now this is an early summer. I’ve looked over your home and your lot. There are plenty of dandelions on it. I explained to your wife to get a trowel and a bushel basket. You put on an old pair of black trousers. You go out at 8:00 and sit down on the lawn and start digging up dandelions. There are lots of them there, Ralph. You will sit on the lawn from eight in the morning until six at night. Your wife will furnish you with two gallons of good lemonade and salt pills. Now you know how many salt pills you will have to take, and you are going to drink the full two gallons of lemonade. Every time you need to urinate you just sit there and urinate on the ground. Now, Phoenix is a small town (at that time it was), and people are friendly. The passersby will want to stop and talk with you and watch you dig out the dandelions. And you will be drinking lemonade and urinating, and you are going to sit there all day."
go,you,N/A,N/A,N/A,1077,"Now the first thing I’m going to do to you, Ralph is stop you wetting your pants. Now this is an early summer. I’ve looked over your home and your lot. There are plenty of dandelions on it. I explained to your wife to get a trowel and a bushel basket. You put on an old pair of black trousers. You go out at 8:00 and sit down on the lawn and start digging up dandelions. There are lots of them there, Ralph. You will sit on the lawn from eight in the morning until six at night. Your wife will furnish you with two gallons of good lemonade and salt pills. Now you know how many salt pills you will have to take, and you are going to drink the full two gallons of lemonade. Every time you need to urinate you just sit there and urinate on the ground. Now, Phoenix is a small town (at that time it was), and people are friendly. The passersby will want to stop and talk with you and watch you dig out the dandelions. And you will be drinking lemonade and urinating, and you are going to sit there all day."
drink,N/A,gallons,N/A,N/A,1077,"Now the first thing I’m going to do to you, Ralph is stop you wetting your pants. Now this is an early summer. I’ve looked over your home and your lot. There are plenty of dandelions on it. I explained to your wife to get a trowel and a bushel basket. You put on an old pair of black trousers. You go out at 8:00 and sit down on the lawn and start digging up dandelions. There are lots of them there, Ralph. You will sit on the lawn from eight in the morning until six at night. Your wife will furnish you with two gallons of good lemonade and salt pills. Now you know how many salt pills you will have to take, and you are going to drink the full two gallons of lemonade. Every time you need to urinate you just sit there and urinate on the ground. Now, Phoenix is a small town (at that time it was), and people are friendly. The passersby will want to stop and talk with you and watch you dig out the dandelions. And you will be drinking lemonade and urinating, and you are going to sit there all day."
need,you,N/A,N/A,N/A,1077,"Now the first thing I’m going to do to you, Ralph is stop you wetting your pants. Now this is an early summer. I’ve looked over your home and your lot. There are plenty of dandelions on it. I explained to your wife to get a trowel and a bushel basket. You put on an old pair of black trousers. You go out at 8:00 and sit down on the lawn and start digging up dandelions. There are lots of them there, Ralph. You will sit on the lawn from eight in the morning until six at night. Your wife will furnish you with two gallons of good lemonade and salt pills. Now you know how many salt pills you will have to take, and you are going to drink the full two gallons of lemonade. Every time you need to urinate you just sit there and urinate on the ground. Now, Phoenix is a small town (at that time it was), and people are friendly. The passersby will want to stop and talk with you and watch you dig out the dandelions. And you will be drinking lemonade and urinating, and you are going to sit there all day."
sit,you,N/A,"just, there",N/A,1077,"Now the first thing I’m going to do to you, Ralph is stop you wetting your pants. Now this is an early summer. I’ve looked over your home and your lot. There are plenty of dandelions on it. I explained to your wife to get a trowel and a bushel basket. You put on an old pair of black trousers. You go out at 8:00 and sit down on the lawn and start digging up dandelions. There are lots of them there, Ralph. You will sit on the lawn from eight in the morning until six at night. Your wife will furnish you with two gallons of good lemonade and salt pills. Now you know how many salt pills you will have to take, and you are going to drink the full two gallons of lemonade. Every time you need to urinate you just sit there and urinate on the ground. Now, Phoenix is a small town (at that time it was), and people are friendly. The passersby will want to stop and talk with you and watch you dig out the dandelions. And you will be drinking lemonade and urinating, and you are going to sit there all day."
want,passersby,N/A,N/A,N/A,1077,"Now the first thing I’m going to do to you, Ralph is stop you wetting your pants. Now this is an early summer. I’ve looked over your home and your lot. There are plenty of dandelions on it. I explained to your wife to get a trowel and a bushel basket. You put on an old pair of black trousers. You go out at 8:00 and sit down on the lawn and start digging up dandelions. There are lots of them there, Ralph. You will sit on the lawn from eight in the morning until six at night. Your wife will furnish you with two gallons of good lemonade and salt pills. Now you know how many salt pills you will have to take, and you are going to drink the full two gallons of lemonade. Every time you need to urinate you just sit there and urinate on the ground. Now, Phoenix is a small town (at that time it was), and people are friendly. The passersby will want to stop and talk with you and watch you dig out the dandelions. And you will be drinking lemonade and urinating, and you are going to sit there all day."
dig,you,dandelions,N/A,N/A,1077,"Now the first thing I’m going to do to you, Ralph is stop you wetting your pants. Now this is an early summer. I’ve looked over your home and your lot. There are plenty of dandelions on it. I explained to your wife to get a trowel and a bushel basket. You put on an old pair of black trousers. You go out at 8:00 and sit down on the lawn and start digging up dandelions. There are lots of them there, Ralph. You will sit on the lawn from eight in the morning until six at night. Your wife will furnish you with two gallons of good lemonade and salt pills. Now you know how many salt pills you will have to take, and you are going to drink the full two gallons of lemonade. Every time you need to urinate you just sit there and urinate on the ground. Now, Phoenix is a small town (at that time it was), and people are friendly. The passersby will want to stop and talk with you and watch you dig out the dandelions. And you will be drinking lemonade and urinating, and you are going to sit there all day."
drink,you,lemonade,N/A,N/A,1077,"Now the first thing I’m going to do to you, Ralph is stop you wetting your pants. Now this is an early summer. I’ve looked over your home and your lot. There are plenty of dandelions on it. I explained to your wife to get a trowel and a bushel basket. You put on an old pair of black trousers. You go out at 8:00 and sit down on the lawn and start digging up dandelions. There are lots of them there, Ralph. You will sit on the lawn from eight in the morning until six at night. Your wife will furnish you with two gallons of good lemonade and salt pills. Now you know how many salt pills you will have to take, and you are going to drink the full two gallons of lemonade. Every time you need to urinate you just sit there and urinate on the ground. Now, Phoenix is a small town (at that time it was), and people are friendly. The passersby will want to stop and talk with you and watch you dig out the dandelions. And you will be drinking lemonade and urinating, and you are going to sit there all day."
go,you,N/A,N/A,N/A,1077,"Now the first thing I’m going to do to you, Ralph is stop you wetting your pants. Now this is an early summer. I’ve looked over your home and your lot. There are plenty of dandelions on it. I explained to your wife to get a trowel and a bushel basket. You put on an old pair of black trousers. You go out at 8:00 and sit down on the lawn and start digging up dandelions. There are lots of them there, Ralph. You will sit on the lawn from eight in the morning until six at night. Your wife will furnish you with two gallons of good lemonade and salt pills. Now you know how many salt pills you will have to take, and you are going to drink the full two gallons of lemonade. Every time you need to urinate you just sit there and urinate on the ground. Now, Phoenix is a small town (at that time it was), and people are friendly. The passersby will want to stop and talk with you and watch you dig out the dandelions. And you will be drinking lemonade and urinating, and you are going to sit there all day."
sit,N/A,N/A,there,N/A,1077,"Now the first thing I’m going to do to you, Ralph is stop you wetting your pants. Now this is an early summer. I’ve looked over your home and your lot. There are plenty of dandelions on it. I explained to your wife to get a trowel and a bushel basket. You put on an old pair of black trousers. You go out at 8:00 and sit down on the lawn and start digging up dandelions. There are lots of them there, Ralph. You will sit on the lawn from eight in the morning until six at night. Your wife will furnish you with two gallons of good lemonade and salt pills. Now you know how many salt pills you will have to take, and you are going to drink the full two gallons of lemonade. Every time you need to urinate you just sit there and urinate on the ground. Now, Phoenix is a small town (at that time it was), and people are friendly. The passersby will want to stop and talk with you and watch you dig out the dandelions. And you will be drinking lemonade and urinating, and you are going to sit there all day."
have,you,way,N/A,N/A,1078,"You have a peculiar way of shopping. You buy your own shirts, suits and shoes. You do it by walking in the store and saying, I’ll take that shirt (Erickson points and looks away from where he is pointing), and send it C.O.D. When you get home, you look at the neckband to see if it is the right size. If it isn’t you send it back. You walk in and say, “I’ll take that shirt,’ (Erickson points and looks away) until you get a shirt that fits you. You buy your suits by walking in and saying, I’ll take that suit. Send it C.O.D."
buy,you,shirts,N/A,N/A,1078,"You have a peculiar way of shopping. You buy your own shirts, suits and shoes. You do it by walking in the store and saying, I’ll take that shirt (Erickson points and looks away from where he is pointing), and send it C.O.D. When you get home, you look at the neckband to see if it is the right size. If it isn’t you send it back. You walk in and say, “I’ll take that shirt,’ (Erickson points and looks away) until you get a shirt that fits you. You buy your suits by walking in and saying, I’ll take that suit. Send it C.O.D."
do,you,it,N/A,N/A,1078,"You have a peculiar way of shopping. You buy your own shirts, suits and shoes. You do it by walking in the store and saying, I’ll take that shirt (Erickson points and looks away from where he is pointing), and send it C.O.D. When you get home, you look at the neckband to see if it is the right size. If it isn’t you send it back. You walk in and say, “I’ll take that shirt,’ (Erickson points and looks away) until you get a shirt that fits you. You buy your suits by walking in and saying, I’ll take that suit. Send it C.O.D."
take,i,shirt,N/A,N/A,1078,"You have a peculiar way of shopping. You buy your own shirts, suits and shoes. You do it by walking in the store and saying, I’ll take that shirt (Erickson points and looks away from where he is pointing), and send it C.O.D. When you get home, you look at the neckband to see if it is the right size. If it isn’t you send it back. You walk in and say, “I’ll take that shirt,’ (Erickson points and looks away) until you get a shirt that fits you. You buy your suits by walking in and saying, I’ll take that suit. Send it C.O.D."
point,erickson,N/A,N/A,N/A,1078,"You have a peculiar way of shopping. You buy your own shirts, suits and shoes. You do it by walking in the store and saying, I’ll take that shirt (Erickson points and looks away from where he is pointing), and send it C.O.D. When you get home, you look at the neckband to see if it is the right size. If it isn’t you send it back. You walk in and say, “I’ll take that shirt,’ (Erickson points and looks away) until you get a shirt that fits you. You buy your suits by walking in and saying, I’ll take that suit. Send it C.O.D."
look,N/A,N/A,away,N/A,1078,"You have a peculiar way of shopping. You buy your own shirts, suits and shoes. You do it by walking in the store and saying, I’ll take that shirt (Erickson points and looks away from where he is pointing), and send it C.O.D. When you get home, you look at the neckband to see if it is the right size. If it isn’t you send it back. You walk in and say, “I’ll take that shirt,’ (Erickson points and looks away) until you get a shirt that fits you. You buy your suits by walking in and saying, I’ll take that suit. Send it C.O.D."
point,he,N/A,where,N/A,1078,"You have a peculiar way of shopping. You buy your own shirts, suits and shoes. You do it by walking in the store and saying, I’ll take that shirt (Erickson points and looks away from where he is pointing), and send it C.O.D. When you get home, you look at the neckband to see if it is the right size. If it isn’t you send it back. You walk in and say, “I’ll take that shirt,’ (Erickson points and looks away) until you get a shirt that fits you. You buy your suits by walking in and saying, I’ll take that suit. Send it C.O.D."
send,N/A,"it, c.o.d.",N/A,N/A,1078,"You have a peculiar way of shopping. You buy your own shirts, suits and shoes. You do it by walking in the store and saying, I’ll take that shirt (Erickson points and looks away from where he is pointing), and send it C.O.D. When you get home, you look at the neckband to see if it is the right size. If it isn’t you send it back. You walk in and say, “I’ll take that shirt,’ (Erickson points and looks away) until you get a shirt that fits you. You buy your suits by walking in and saying, I’ll take that suit. Send it C.O.D."
get,you,home,when,N/A,1078,"You have a peculiar way of shopping. You buy your own shirts, suits and shoes. You do it by walking in the store and saying, I’ll take that shirt (Erickson points and looks away from where he is pointing), and send it C.O.D. When you get home, you look at the neckband to see if it is the right size. If it isn’t you send it back. You walk in and say, “I’ll take that shirt,’ (Erickson points and looks away) until you get a shirt that fits you. You buy your suits by walking in and saying, I’ll take that suit. Send it C.O.D."
look,you,N/A,N/A,at,1078,"You have a peculiar way of shopping. You buy your own shirts, suits and shoes. You do it by walking in the store and saying, I’ll take that shirt (Erickson points and looks away from where he is pointing), and send it C.O.D. When you get home, you look at the neckband to see if it is the right size. If it isn’t you send it back. You walk in and say, “I’ll take that shirt,’ (Erickson points and looks away) until you get a shirt that fits you. You buy your suits by walking in and saying, I’ll take that suit. Send it C.O.D."
send,you,it,N/A,N/A,1078,"You have a peculiar way of shopping. You buy your own shirts, suits and shoes. You do it by walking in the store and saying, I’ll take that shirt (Erickson points and looks away from where he is pointing), and send it C.O.D. When you get home, you look at the neckband to see if it is the right size. If it isn’t you send it back. You walk in and say, “I’ll take that shirt,’ (Erickson points and looks away) until you get a shirt that fits you. You buy your suits by walking in and saying, I’ll take that suit. Send it C.O.D."
walk,you,N/A,in,N/A,1078,"You have a peculiar way of shopping. You buy your own shirts, suits and shoes. You do it by walking in the store and saying, I’ll take that shirt (Erickson points and looks away from where he is pointing), and send it C.O.D. When you get home, you look at the neckband to see if it is the right size. If it isn’t you send it back. You walk in and say, “I’ll take that shirt,’ (Erickson points and looks away) until you get a shirt that fits you. You buy your suits by walking in and saying, I’ll take that suit. Send it C.O.D."
take,i,shirt,N/A,N/A,1078,"You have a peculiar way of shopping. You buy your own shirts, suits and shoes. You do it by walking in the store and saying, I’ll take that shirt (Erickson points and looks away from where he is pointing), and send it C.O.D. When you get home, you look at the neckband to see if it is the right size. If it isn’t you send it back. You walk in and say, “I’ll take that shirt,’ (Erickson points and looks away) until you get a shirt that fits you. You buy your suits by walking in and saying, I’ll take that suit. Send it C.O.D."
point,erickson,N/A,N/A,N/A,1078,"You have a peculiar way of shopping. You buy your own shirts, suits and shoes. You do it by walking in the store and saying, I’ll take that shirt (Erickson points and looks away from where he is pointing), and send it C.O.D. When you get home, you look at the neckband to see if it is the right size. If it isn’t you send it back. You walk in and say, “I’ll take that shirt,’ (Erickson points and looks away) until you get a shirt that fits you. You buy your suits by walking in and saying, I’ll take that suit. Send it C.O.D."
look,N/A,N/A,away,N/A,1078,"You have a peculiar way of shopping. You buy your own shirts, suits and shoes. You do it by walking in the store and saying, I’ll take that shirt (Erickson points and looks away from where he is pointing), and send it C.O.D. When you get home, you look at the neckband to see if it is the right size. If it isn’t you send it back. You walk in and say, “I’ll take that shirt,’ (Erickson points and looks away) until you get a shirt that fits you. You buy your suits by walking in and saying, I’ll take that suit. Send it C.O.D."
get,you,shirt,N/A,N/A,1078,"You have a peculiar way of shopping. You buy your own shirts, suits and shoes. You do it by walking in the store and saying, I’ll take that shirt (Erickson points and looks away from where he is pointing), and send it C.O.D. When you get home, you look at the neckband to see if it is the right size. If it isn’t you send it back. You walk in and say, “I’ll take that shirt,’ (Erickson points and looks away) until you get a shirt that fits you. You buy your suits by walking in and saying, I’ll take that suit. Send it C.O.D."
fit,that,you,N/A,N/A,1078,"You have a peculiar way of shopping. You buy your own shirts, suits and shoes. You do it by walking in the store and saying, I’ll take that shirt (Erickson points and looks away from where he is pointing), and send it C.O.D. When you get home, you look at the neckband to see if it is the right size. If it isn’t you send it back. You walk in and say, “I’ll take that shirt,’ (Erickson points and looks away) until you get a shirt that fits you. You buy your suits by walking in and saying, I’ll take that suit. Send it C.O.D."
buy,you,suits,N/A,N/A,1078,"You have a peculiar way of shopping. You buy your own shirts, suits and shoes. You do it by walking in the store and saying, I’ll take that shirt (Erickson points and looks away from where he is pointing), and send it C.O.D. When you get home, you look at the neckband to see if it is the right size. If it isn’t you send it back. You walk in and say, “I’ll take that shirt,’ (Erickson points and looks away) until you get a shirt that fits you. You buy your suits by walking in and saying, I’ll take that suit. Send it C.O.D."
walk,N/A,N/A,in,N/A,1078,"You have a peculiar way of shopping. You buy your own shirts, suits and shoes. You do it by walking in the store and saying, I’ll take that shirt (Erickson points and looks away from where he is pointing), and send it C.O.D. When you get home, you look at the neckband to see if it is the right size. If it isn’t you send it back. You walk in and say, “I’ll take that shirt,’ (Erickson points and looks away) until you get a shirt that fits you. You buy your suits by walking in and saying, I’ll take that suit. Send it C.O.D."
take,i,suit,N/A,N/A,1078,"You have a peculiar way of shopping. You buy your own shirts, suits and shoes. You do it by walking in the store and saying, I’ll take that shirt (Erickson points and looks away from where he is pointing), and send it C.O.D. When you get home, you look at the neckband to see if it is the right size. If it isn’t you send it back. You walk in and say, “I’ll take that shirt,’ (Erickson points and looks away) until you get a shirt that fits you. You buy your suits by walking in and saying, I’ll take that suit. Send it C.O.D."
send,N/A,it,N/A,N/A,1078,"You have a peculiar way of shopping. You buy your own shirts, suits and shoes. You do it by walking in the store and saying, I’ll take that shirt (Erickson points and looks away from where he is pointing), and send it C.O.D. When you get home, you look at the neckband to see if it is the right size. If it isn’t you send it back. You walk in and say, “I’ll take that shirt,’ (Erickson points and looks away) until you get a shirt that fits you. You buy your suits by walking in and saying, I’ll take that suit. Send it C.O.D."
know,you,N/A,"now, really",N/A,1079,"Now, you really don’t know how to shop. So I am going to take you shopping. Either you appear at my office or I will pick you up at your home. We are going to go shopping on Tuesday."
shop,N/A,N/A,how,N/A,1079,"Now, you really don’t know how to shop. So I am going to take you shopping. Either you appear at my office or I will pick you up at your home. We are going to go shopping on Tuesday."
go,i,N/A,so,N/A,1079,"Now, you really don’t know how to shop. So I am going to take you shopping. Either you appear at my office or I will pick you up at your home. We are going to go shopping on Tuesday."
take,N/A,"you, shopping",N/A,N/A,1079,"Now, you really don’t know how to shop. So I am going to take you shopping. Either you appear at my office or I will pick you up at your home. We are going to go shopping on Tuesday."
appear,you,N/A,N/A,N/A,1079,"Now, you really don’t know how to shop. So I am going to take you shopping. Either you appear at my office or I will pick you up at your home. We are going to go shopping on Tuesday."
pick,i,you,N/A,N/A,1079,"Now, you really don’t know how to shop. So I am going to take you shopping. Either you appear at my office or I will pick you up at your home. We are going to go shopping on Tuesday."
go,we,N/A,N/A,N/A,1079,"Now, you really don’t know how to shop. So I am going to take you shopping. Either you appear at my office or I will pick you up at your home. We are going to go shopping on Tuesday."
go,we,N/A,N/A,N/A,1080,Yes. We are going to take plenty of time and we will have plenty of opportunity to do the shopping.
take,N/A,plenty,N/A,N/A,1080,Yes. We are going to take plenty of time and we will have plenty of opportunity to do the shopping.
have,we,plenty,N/A,N/A,1080,Yes. We are going to take plenty of time and we will have plenty of opportunity to do the shopping.
be,N/A,step,N/A,N/A,1081,There is another big step that you have got to make. I don’t think that you have ever taken your wife out to see the sunrise.
get,you,N/A,N/A,N/A,1081,There is another big step that you have got to make. I don’t think that you have ever taken your wife out to see the sunrise.
think,i,N/A,N/A,N/A,1081,There is another big step that you have got to make. I don’t think that you have ever taken your wife out to see the sunrise.
take,you,wife,ever,N/A,1081,There is another big step that you have got to make. I don’t think that you have ever taken your wife out to see the sunrise.
see,N/A,sunrise,N/A,N/A,1081,There is another big step that you have got to make. I don’t think that you have ever taken your wife out to see the sunrise.
take,i,you,N/A,N/A,1082,"On Sunday, I will take you and your wife out to see the sunrise."
see,N/A,sunrise,N/A,N/A,1082,"On Sunday, I will take you and your wife out to see the sunrise."
know,you,N/A,N/A,N/A,1083,"You know, Ralph, your peculiar behavior about restaurants is distressing. You haven’t taken your family out to a restaurant. Unfortunately, next Tuesday, you and your wife are going to take me and my wife out for prime ribs for an evening dinner. I assure you, Ralph, that Betty and I will enjoy being your guests."
distress,ralph,N/A,N/A,N/A,1083,"You know, Ralph, your peculiar behavior about restaurants is distressing. You haven’t taken your family out to a restaurant. Unfortunately, next Tuesday, you and your wife are going to take me and my wife out for prime ribs for an evening dinner. I assure you, Ralph, that Betty and I will enjoy being your guests."
take,you,family,N/A,N/A,1083,"You know, Ralph, your peculiar behavior about restaurants is distressing. You haven’t taken your family out to a restaurant. Unfortunately, next Tuesday, you and your wife are going to take me and my wife out for prime ribs for an evening dinner. I assure you, Ralph, that Betty and I will enjoy being your guests."
go,you,N/A,unfortunately,N/A,1083,"You know, Ralph, your peculiar behavior about restaurants is distressing. You haven’t taken your family out to a restaurant. Unfortunately, next Tuesday, you and your wife are going to take me and my wife out for prime ribs for an evening dinner. I assure you, Ralph, that Betty and I will enjoy being your guests."
take,N/A,me,N/A,N/A,1083,"You know, Ralph, your peculiar behavior about restaurants is distressing. You haven’t taken your family out to a restaurant. Unfortunately, next Tuesday, you and your wife are going to take me and my wife out for prime ribs for an evening dinner. I assure you, Ralph, that Betty and I will enjoy being your guests."
assure,i,you,N/A,N/A,1083,"You know, Ralph, your peculiar behavior about restaurants is distressing. You haven’t taken your family out to a restaurant. Unfortunately, next Tuesday, you and your wife are going to take me and my wife out for prime ribs for an evening dinner. I assure you, Ralph, that Betty and I will enjoy being your guests."
enjoy,betty,N/A,N/A,N/A,1083,"You know, Ralph, your peculiar behavior about restaurants is distressing. You haven’t taken your family out to a restaurant. Unfortunately, next Tuesday, you and your wife are going to take me and my wife out for prime ribs for an evening dinner. I assure you, Ralph, that Betty and I will enjoy being your guests."
be,N/A,ways,N/A,N/A,1084,"There are two ways into the restaurant, Ralph. The front way or the back way. What is your choice?"
know,you,N/A,N/A,N/A,1085,"Ralph, you know your wife and daughter find it very tiresome living in Phoenix with all this heat and nothing to do. And your wife likes to dance."
find,wife,N/A,N/A,N/A,1085,"Ralph, you know your wife and daughter find it very tiresome living in Phoenix with all this heat and nothing to do. And your wife likes to dance."
like,wife,N/A,N/A,N/A,1085,"Ralph, you know your wife and daughter find it very tiresome living in Phoenix with all this heat and nothing to do. And your wife likes to dance."
make,i,arrangements,N/A,N/A,1086,"I was afraid of that, Ralph. I made arrangements with some very beautiful young girls to teach you how to dance. Of course, your wife has volunteered, but I think maybe you would prefer the beautiful young girls."
teach,N/A,you,N/A,N/A,1086,"I was afraid of that, Ralph. I made arrangements with some very beautiful young girls to teach you how to dance. Of course, your wife has volunteered, but I think maybe you would prefer the beautiful young girls."
dance,N/A,N/A,how,N/A,1086,"I was afraid of that, Ralph. I made arrangements with some very beautiful young girls to teach you how to dance. Of course, your wife has volunteered, but I think maybe you would prefer the beautiful young girls."
volunteer,wife,N/A,course,N/A,1086,"I was afraid of that, Ralph. I made arrangements with some very beautiful young girls to teach you how to dance. Of course, your wife has volunteered, but I think maybe you would prefer the beautiful young girls."
think,i,N/A,N/A,N/A,1086,"I was afraid of that, Ralph. I made arrangements with some very beautiful young girls to teach you how to dance. Of course, your wife has volunteered, but I think maybe you would prefer the beautiful young girls."
prefer,you,girls,maybe,N/A,1086,"I was afraid of that, Ralph. I made arrangements with some very beautiful young girls to teach you how to dance. Of course, your wife has volunteered, but I think maybe you would prefer the beautiful young girls."
think,i,N/A,N/A,N/A,1087,"Yes, Ralph. It is an excellent ambition. I think that you would enjoy it. While you are enjoying that, I think, in return, for their very special enjoyment, you will play your cello for your wife and daughter so that they don’t have to stand outside your locked bedroom door to hear you play the cello."
enjoy,you,it,N/A,N/A,1087,"Yes, Ralph. It is an excellent ambition. I think that you would enjoy it. While you are enjoying that, I think, in return, for their very special enjoyment, you will play your cello for your wife and daughter so that they don’t have to stand outside your locked bedroom door to hear you play the cello."
enjoy,you,that,N/A,N/A,1087,"Yes, Ralph. It is an excellent ambition. I think that you would enjoy it. While you are enjoying that, I think, in return, for their very special enjoyment, you will play your cello for your wife and daughter so that they don’t have to stand outside your locked bedroom door to hear you play the cello."
think,i,N/A,N/A,N/A,1087,"Yes, Ralph. It is an excellent ambition. I think that you would enjoy it. While you are enjoying that, I think, in return, for their very special enjoyment, you will play your cello for your wife and daughter so that they don’t have to stand outside your locked bedroom door to hear you play the cello."
play,you,cello,N/A,N/A,1087,"Yes, Ralph. It is an excellent ambition. I think that you would enjoy it. While you are enjoying that, I think, in return, for their very special enjoyment, you will play your cello for your wife and daughter so that they don’t have to stand outside your locked bedroom door to hear you play the cello."
have,they,N/A,N/A,N/A,1087,"Yes, Ralph. It is an excellent ambition. I think that you would enjoy it. While you are enjoying that, I think, in return, for their very special enjoyment, you will play your cello for your wife and daughter so that they don’t have to stand outside your locked bedroom door to hear you play the cello."
play,you,cello,N/A,N/A,1087,"Yes, Ralph. It is an excellent ambition. I think that you would enjoy it. While you are enjoying that, I think, in return, for their very special enjoyment, you will play your cello for your wife and daughter so that they don’t have to stand outside your locked bedroom door to hear you play the cello."
be,N/A,hurdle,still,N/A,1088,"There is still another big hurdle for you to make in your recovery. You are doing well so far. Now, while you have been in Phoenix, your mother has called you twice a week and you’ve explained for an hour on each call everything that is going on. And your mother writes you from two to four long letters each week. You have to answer her letters in addition to the phone calls and write at least ten pages to her per week."
make,you,N/A,N/A,N/A,1088,"There is still another big hurdle for you to make in your recovery. You are doing well so far. Now, while you have been in Phoenix, your mother has called you twice a week and you’ve explained for an hour on each call everything that is going on. And your mother writes you from two to four long letters each week. You have to answer her letters in addition to the phone calls and write at least ten pages to her per week."
do,you,N/A,"well, far",N/A,1088,"There is still another big hurdle for you to make in your recovery. You are doing well so far. Now, while you have been in Phoenix, your mother has called you twice a week and you’ve explained for an hour on each call everything that is going on. And your mother writes you from two to four long letters each week. You have to answer her letters in addition to the phone calls and write at least ten pages to her per week."
call,mother,you,now,N/A,1088,"There is still another big hurdle for you to make in your recovery. You are doing well so far. Now, while you have been in Phoenix, your mother has called you twice a week and you’ve explained for an hour on each call everything that is going on. And your mother writes you from two to four long letters each week. You have to answer her letters in addition to the phone calls and write at least ten pages to her per week."
explain,you,N/A,N/A,N/A,1088,"There is still another big hurdle for you to make in your recovery. You are doing well so far. Now, while you have been in Phoenix, your mother has called you twice a week and you’ve explained for an hour on each call everything that is going on. And your mother writes you from two to four long letters each week. You have to answer her letters in addition to the phone calls and write at least ten pages to her per week."
go,that,N/A,N/A,N/A,1088,"There is still another big hurdle for you to make in your recovery. You are doing well so far. Now, while you have been in Phoenix, your mother has called you twice a week and you’ve explained for an hour on each call everything that is going on. And your mother writes you from two to four long letters each week. You have to answer her letters in addition to the phone calls and write at least ten pages to her per week."
write,mother,you,N/A,N/A,1088,"There is still another big hurdle for you to make in your recovery. You are doing well so far. Now, while you have been in Phoenix, your mother has called you twice a week and you’ve explained for an hour on each call everything that is going on. And your mother writes you from two to four long letters each week. You have to answer her letters in addition to the phone calls and write at least ten pages to her per week."
have,you,N/A,N/A,N/A,1088,"There is still another big hurdle for you to make in your recovery. You are doing well so far. Now, while you have been in Phoenix, your mother has called you twice a week and you’ve explained for an hour on each call everything that is going on. And your mother writes you from two to four long letters each week. You have to answer her letters in addition to the phone calls and write at least ten pages to her per week."
answer,N/A,letters,N/A,N/A,1088,"There is still another big hurdle for you to make in your recovery. You are doing well so far. Now, while you have been in Phoenix, your mother has called you twice a week and you’ve explained for an hour on each call everything that is going on. And your mother writes you from two to four long letters each week. You have to answer her letters in addition to the phone calls and write at least ten pages to her per week."
write,N/A,pages,N/A,N/A,1088,"There is still another big hurdle for you to make in your recovery. You are doing well so far. Now, while you have been in Phoenix, your mother has called you twice a week and you’ve explained for an hour on each call everything that is going on. And your mother writes you from two to four long letters each week. You have to answer her letters in addition to the phone calls and write at least ten pages to her per week."
