pattern_id,hmm_state,is_passive,suggestive_verbs,context,reasoning,output,cognitive_frame_id
ERICKSON_UTILIZATION_REDIRECTION,Rapport Building,False,,"{'topic': 'Redirecting focus from personal insults to the therapeutic subject (the son).', 'tone_constraint': 'Calm, non-reactive, and professionally persistent.', 'structural_constraint': 'A brief, open-ended question that bypasses resistance by assuming prior cooperation.'}",내담자의 공격적인 언사를 치료 과정의 일부로 수용하되 이에 감정적으로 동요하지 않음으로써 저항의 힘을 무력화합니다. 비난을 무시하고 '그 밖에(What else)'라는 전제적 표현을 사용하여 내담자가 자연스럽게 아들에 대한 정보 제공이라는 협력적 행위로 돌아오도록 유도합니다.,What else can you tell me about Robert?,5
ERICKSON_SELECTIVE_ATTENTION,Rapport Building,False,,"{'topic': 'Redirecting a hostile client back to the therapeutic focus', 'tone_constraint': 'Calm, unruffled, and dismissive of irrelevant provocations', 'structural_constraint': 'A brief, direct redirection that ignores the conscious distraction'}","먼저, 내담자가 나의 정장을 비난하는 행위는 치료적 변화에 대한 저항이자 주도권을 잡으려는 의식적인 시도로 파악됩니다. 에릭슨의 관점에서 이러한 비난에 대응하거나 변명하는 것은 내담자의 저항에 힘을 실어주는 격이 됩니다. 따라서 '선택적 주의(Selective Attention)' 기법을 사용하여 무의미한 비난은 완전히 무시(Ignore)하고, 치료적으로 유의미한 정보인 '아들의 습관'으로 대화의 흐름을 재설정합니다. 'Let’s hear about...'이라는 표현은 부드러운 권유처럼 들리지만, 실제로는 대화의 주도권을 다시 가져오는 강력한 최면적 지시입니다. 내담자의 의식적 공격을 무력화하고 무의식적인 협력을 이끌어내기 위해 가장 간결하고 명확한 문장을 선택했습니다.",Let’s hear about Robert.,10
ERICKSON_REDIRECTION_UTILIZATION,Rapport Building,False,,"{'topic': 'Interpersonal aggression and behavioral complaints regarding a child.', 'tone_constraint': 'Unperturbed, calm, and laser-focused on the clinical subject.', 'structural_constraint': 'A brief, direct command that bypasses ego-defenses and insults.'}","첫째, 내담자의 넥타이에 대한 비난은 치료자에 대한 저항이자 통제권 확보 시도이다. 에릭슨은 이러한 저항에 직면하거나 방어하지 않고 완전히 무시함으로써 내담자의 공격 에너지를 무력화한다. 둘째, 내담자가 아들의 '배변 습관'이라는 지엽적인 증상에만 매몰되어 있는 상태에서, '로버트'라는 아이의 인격 전체로 관심을 돌리게 함으로써 관점의 전환을 유도한다. 셋째, '나에게 말해달라(Tell me)'는 단순한 명령형 문장을 통해 치료적 주도권을 회복하고, 내담자가 감정적 비난이 아닌 정보 제공의 상태로 들어가게 만든다. 이는 복잡한 저항을 단순한 호기심으로 치환하는 고도의 전략적 무시이다.",Tell me about Robert.,1
ERICKSON_UTILIZATION_SOFT_ASSERTION,Rapport Building,False,,"{'topic': 'Responding to physical insult and challenge regarding mobility', 'tone_constraint': 'Understated, non-confrontational, psychologically resilient', 'structural_constraint': 'Simple past tense reporting of an internal cognitive state'}","Erickson frequently utilized the 'path of least resistance' to bypass interpersonal conflict. In this context, the father's insult creates a 'double bind' or a challenge intended to provoke a reaction. Erickson avoids the trap of a direct 'I can' (which invites a counter-argument about his disability) and instead uses the verb 'thought.' By reporting an internal mental state ('I thought I could'), he makes his statement unarguable—one cannot easily dispute what another person is thinking. This is a form of 'pacing' the father's doubt while 'leading' toward the desired outcome (going to the dining room). The use of the modal 'could' introduces the element of possibility without the rigidity of a promise, thereby reducing the pressure of the performance while maintaining the intent. It is a masterclass in using linguistic softness to maintain psychological strength.",I told him that I thought I could.,2
ERICKSON_UTILIZATION_VAGUENESS,Rapport Building,False,,"{'topic': 'Physical disability and social stigma', 'tone_constraint': 'Calm, non-defensive, matter-of-fact, and subtly dismissive of the provocation.', 'structural_constraint': 'A single, concise, declarative sentence using vague but positive predicates.'}","The father's inquiry is a direct challenge to the subject's self-image, focusing on the 'disability' as a social failure. To respond as Erickson, I must first refuse to accept the frame of 'embarrassment' or 'clumsiness.' Instead of a defensive explanation, I utilize the reality of the situation by framing it through a vague yet functional lens. The phrase 'manage to get along' is a powerful linguistic tool; it acknowledges the effort of movement without labeling it as a struggle. By adding 'all right,' I create a closed loop of self-sufficiency that leaves no room for further pity or criticism. This response shifts the focus from the 'how' (the limp) to the 'fact' (the successful outcome of moving), effectively neutralizing the father's negative suggestion through a simple, undeniable truism of personal experience.",I manage to get along all right.,2
ERICKSON_UTILIZATION_REFRAME,Rapport Building,False,,"{'topic': 'Physical limitation and paternal conflict', 'tone_constraint': 'Defiant yet calm, self-deprecating but empowering, matter-of-fact', 'structural_constraint': 'Short, punchy, using a vivid metaphor to neutralize an insult'}","To respond like Erickson, I must first utilize the reality of the situation rather than resisting it. The father is attacking the physical disability. Instead of defending his health, Erickson accepts the physical burden but asserts his agency over it. By using the word 'carcass,' he employs a radical reframing: he acknowledges his body as a heavy, perhaps even lifeless object, yet one that he is fully capable of 'hauling' himself. This linguistic choice takes the power away from the father's insult; if Erickson describes his own body in harsher terms than the father, the insult loses its sting. The phrase 'I thought I could' suggests a quiet, internal certainty, and 'all right' serves to dismiss the father's doubt as irrelevant. This is a classic example of Erickson's ability to maintain psychological autonomy by accepting and then transcending physical limitations.",I told him I thought I could haul my carcass all right.,2
ERICKSON_UTILIZATION_DISSOCIATION,Rapport Building,False,,"{'topic': 'Physical limitation and social participation', 'tone_constraint': 'Matter-of-fact, resilient, slightly detached', 'structural_constraint': 'Short declarative sentence using objective language for the self'}","첫째, 에릭슨은 자신의 신체적 장애를 숨기거나 부인하지 않고 있는 그대로 수용(Utilization)합니다. 둘째, 'drag it up'이라는 표현에서 'it'은 자신의 마비된 다리나 몸을 지칭합니다. 이는 자신의 신체를 자아와 분리하여 객관적인 물체처럼 다루는 분리(Dissociation) 기법입니다. 셋째, 이러한 객관화는 신체적 고통이나 한계를 감정적 고통으로 치환하지 않게 하며, 상대방이 느낄 수 있는 심리적 부담(미안함)을 제거합니다. 넷째, 'I think I can'이라는 표현은 불확실성을 가장한 확신을 주며, 도전적인 상황을 단순히 물리적인 과업으로 재정의(Reframing)합니다.",I think I can drag it up.,1
ERICKSON_DIRECT_AUTONOMY,Rapport Building,False,,"{'topic': 'Social boundary setting and reclaiming autonomy', 'tone_constraint': 'Calm, authoritative, objective, and non-confrontational.', 'structural_constraint': 'Direct imperative sentences using third-person reference to bypass interpersonal conflict.'}","첫째, 아버지와의 직접적인 권력 다툼을 피하기 위해 대화의 대상을 제3자인 웨이트리스로 설정한다. 이는 갈등의 에너지를 분산시키는 효과가 있다. 둘째, 아버지를 '그것을 주문한 신사(the gentleman who ordered it)'라고 3인칭으로 지칭함으로써, 상황을 개인적인 감정 싸움이 아닌 '주문과 배달'이라는 객관적인 사실의 영역으로 격하시킨다. 셋째, 'Give'라는 명확한 명령어를 사용하여 무의식적인 권위를 세우고, 아버지가 개입할 틈을 주지 않는 단호함을 보여준다. 넷째, 상대의 주문 내용을 먼저 인정(Pacing)한 뒤 자신의 요구사항을 결론으로 제시(Leading)하여 논리적 완결성을 확보한다.",Give the fish and mashed potatoes to the gentleman who ordered it. Give me the roast rib of beef.,1
ERICKSON_TRUISM,Rapport Building,False,,"{'topic': 'Normalization of shock following a pattern interrupt', 'tone_constraint': 'Calm, matter-of-fact, and subtly authoritative', 'structural_constraint': 'A concise, undeniable aphorism used as a reframing tool'}","The subject is experiencing cognitive dissonance and shock because I have disrupted a rigid family pattern by swapping orders. To stabilize the situation and prevent conscious resistance from rejecting the intervention, I need to employ a 'Truism'. A truism is a statement that is so obviously true that the conscious mind must accept it. By stating 'There is always a first time for everything,' I am performing several functions: 1) I am pacing his current state of surprise (this is a 'first time' for him). 2) I am reframing the shocking intervention as a natural, inevitable occurrence in the course of human experience. 3) I am subtly suggesting that since 'first times' are normal, the change resulting from this intervention is also part of a normal process of growth. This linguistic maneuver moves the father from a state of reactive shock to one of passive acceptance of the new reality.",There is always a first time for everything.,2
ERICKSON_TRUISM_LEAD,Rapport Building,False,,"{'topic': 'Social responsibility and boundary setting regarding payment', 'tone_constraint': 'Calm, authoritative, and matter-of-fact', 'structural_constraint': 'A sequence of three short, declarative sentences following a logical progression from premise to conclusion.'}","To address the father's attempt to evade the bill, I must first establish a foundation of agreement that is impossible to dispute. First, I state the primary fact: 'You invited me.' This anchors the interaction in his original action. Second, I define the resulting social role: 'I am your guest.' This reinforces the social contract and expectations. By getting the subject to internally validate these two truisms, I bypass conscious resistance. Finally, I use 'Leading' by stating the conclusion as an inevitable future certainty: 'You will pay the bill.' The use of 'will' instead of 'should' creates a psychological closure that leaves no room for negotiation, effectively utilizing the social hierarchy to restore the proper order.",You invited me. I am your guest. You will pay the bill.,2
ERICKSON_SOCIAL_BOUNDARY,Rapport Building,False,,"{'topic': 'Social responsibility and role definition', 'tone_constraint': 'Firm, authoritative, matter-of-fact, and neutral', 'structural_constraint': 'A single, concise, declarative sentence that establishes a social rule.'}","1. 상황 분석: 아버지가 에릭슨에게 팁을 지불하라고 요청함. 이는 사회적 관습상 주최자(Host)의 책임을 손님에게 전가하는 행위임. 2. 전략 수립: 에릭슨은 치료적 관계나 사회적 관계에서 경계(Boundary)를 설정하는 데 매우 철저함. 상대의 부당한 요구를 감정적으로 거절하는 대신, 보편적인 사회적 원칙을 끌어와 '사실'로서 제시함. 3. 언어적 선택: '책임(Responsibility)'과 '호스트(Host)'라는 단어를 사용하여 상대방의 현재 위치를 재정의함. 4. 무의식적 효과: 이 발화는 상대방으로 하여금 자신이 '호스트'라는 사실을 인정하게 만들며, 그 역할에 수반되는 의무를 스스로 이행하게끔 압박함. 5. 구조화: 군더더기 없이 짧고 명료한 문장으로 구성하여 권위를 부여함.",That is the responsibility of the host.,10
ERICKSON_REFRAMING_UTILIZATION,Rapport Building,False,,"{'topic': 'Physical assistance and autonomy', 'tone_constraint': 'Witty, independent, slightly provocative, and paradoxical', 'structural_constraint': 'Short, punchy, and utilizing a negative outcome as a form of agency'}","1. 상황 분석: 아버지가 계단을 내려가는 데 도움을 주겠다고 제안함. 이는 표면적으로는 친절이지만, 무의식적으로는 '너는 혼자 할 수 없다'는 무력감을 강화할 수 있음. 2. 심리적 목표: 도움을 거절함으로써 신체적 한계 속에서도 자율성을 확보하고, 상황에 대한 통제권을 유지함. 3. 전략 수립: '넘어짐(Falling)'이라는 실패의 상황을 주체적인 '행동'으로 재정의(Reframing)함. 4. 언어적 장치: '적어도(at least)'라는 부사를 사용하여, 최악의 결과조차 나의 선택과 능력 범위 안에 있음을 암시함. 5. 효과 계산: 상대방의 과보호를 유머로 무력화시키며, 스스로의 힘으로 목적지(계단 아래)에 도달할 수 있다는 사실을 역설적으로 강조함.",I told him I could at least fall down. I wouldn’t need his help.,11
ERICKSON_SOFTENED_ASSERTION,Rapport Building,False,,"{'topic': 'Physical capability and resilience', 'tone_constraint': 'Calm, measured, and subtly confident', 'structural_constraint': 'Short declarative sentence with a subjective qualifier'}","첫째, 에릭슨은 절대적인 확언보다는 'I think'와 같은 주관적 완화어(Softener)를 사용하여 내담자나 청중의 저항을 최소화합니다. 이는 단순한 추측이 아니라 자신의 내부 자원을 점검했다는 암시를 줍니다. 둘째, 'make it'이라는 표현은 단순한 이동을 넘어 목표를 달성하는 과정을 포함하며, 이는 무의식에 '성취'의 프레임을 심어줍니다. 셋째, 자신의 신체적 제약을 숨기지 않으면서도 가능성에 초점을 맞춤으로써, 듣는 이로 하여금 인간의 의지와 한계 극복에 대해 무의식적으로 숙고하게 만듭니다. 이러한 발화는 단순한 정보 전달을 넘어 모델링(Modeling)의 역할을 수행합니다.",I think I can make it to the hotel.,1
ERICKSON_REDIRECTION,Rapport Building,False,,"{'topic': 'Redirecting a distracting conversation back to the clinical subject', 'tone_constraint': 'Calm, professional, firm but non-confrontational', 'structural_constraint': 'Simple, declarative, future-oriented statement'}","먼저, 상대방(아버지)의 저항이나 산만함을 직접적으로 지적하지 않기로 결정했습니다. 아버지가 가방과 펜에 대해 불평하는 것은 대화의 핵심인 '아들'로부터 도피하려는 무의식적 기제일 수 있습니다. 에릭슨은 이러한 저항을 무시하거나 정면 돌파하기보다, 마치 아무 일도 없었다는 듯이 대화의 프레임을 재설정하는 방식을 취합니다. 'There are a few more things'라는 표현을 통해 대화가 아직 끝나지 않았으며, 우리가 집중해야 할 본질적인 영역이 남아있음을 암시합니다. 'I would like to know'라는 정중하지만 확고한 의지 표현은 치료자로서의 권위를 부드럽게 회복시키며, 대화의 대상을 다시 'your son'으로 고정시켜 아버지가 회피하던 지점으로 자연스럽게 이끕니다.",There are a few more things I would like to know about your son.,10
ERICKSON_DIRECT_FOCUS,Rapport Building,False,,"{'topic': 'Gathering information about Robert amidst paternal hostility', 'tone_constraint': 'Calm, objective, unruffled, and persistent', 'structural_constraint': 'Short, declarative, and redirection-focused'}","아버지가 아들의 사소한 행동을 비난하는 것은 치료적 맥락에서 일종의 '저항'이나 '주의 분산' 요소입니다. 에릭슨은 이러한 부정적인 자극에 반응(Reaction)하는 대신, 이를 완전히 무시하는 '전략적 무시(Strategic Ignoring)'를 선택합니다. 이는 아버지의 비난이 치료 과정에서 아무런 영향력이 없음을 무언중에 선언하는 행위입니다. 'I want to know more'라는 단순하고 직접적인 문장은 대화의 프레임을 '비난'에서 '탐구'로 즉각 전환시키며, 로버트라는 존재에 대한 호기심을 유지함으로써 내담자에게 안전한 관찰자의 시선을 제공합니다. 이는 복잡한 기교보다 강력한 '침착한 주도권 유지'의 전형입니다.",I want to know more about Robert.,10
ERICKSON_DIRECT_AUTHORITY,Rapport Building,False,,"{'topic': 'Initial appointment scheduling and boundary setting', 'tone_constraint': 'Authoritative, precise, and non-negotiable', 'structural_constraint': 'Direct command delivered via a third party (the father) to the patient'}","첫째, 치료적 관계의 주도권을 즉각적으로 확보하기 위해 모호함이 없는 직접적인 명령형을 선택함. 둘째, '오후 6시'라는 구체적이고 일반적인 업무 시간 외의 시간을 지정함으로써 이 만남이 일상적인 상담이 아닌 특별하고 중요한 사건임을 무의식중에 각인시킴. 셋째, 환자 본인이 아닌 아버지를 통해 전달하게 함으로써 환자가 치료자의 지시를 수용하는 첫 번째 행동적 순응(compliance)을 유도함. 넷째, 불필요한 부연 설명을 생략하여 치료자의 권위를 강조하고 환자가 지시사항의 이행 여부에만 집중하게 만듦.",Tell Robert to show up at my office in Michigan at 6:00 p.m.,1
ERICKSON_UTILIZATION_REFRAMING,Rapport Building,False,,"{'topic': 'Initial resistance and mockery by a patient', 'tone_constraint': 'Neutral, authoritative, non-defensive, and matter-of-fact', 'structural_constraint': 'A single, simple declarative sentence that avoids direct confrontation'}","The patient, Robert, is attempting to provoke a defensive reaction or a power struggle by mocking the idea of a 'cure'. If I were to argue or try to prove my ability, I would be succumbing to his frame of conflict. Instead, I choose to 'utilize' his acknowledgment of my role. I accept the title of 'psychiatrist' to ground the reality of the situation, but I strategically replace his word 'cure' with 'work with'. This shift is crucial: 'cure' implies something I do to him (which he can resist), whereas 'work with' implies a shared process and subtly demands his participation. By delivering this as a simple truism, I neutralize his mockery and establish a professional boundary without escalating the tension.",I’m the psychiatrist who is going to work with you.,2
ERICKSON_REFRAMING_FACT,Rapport Building,False,,"{'topic': 'Addressing patient hostility toward a third-party observer', 'tone_constraint': 'Calm, matter-of-fact, and subtly authoritative', 'structural_constraint': 'A single, declarative sentence that defines reality without direct confrontation'}","1. Analyze the resistance: Robert is using aggression to test boundaries and exert control over the therapeutic environment. 2. Strategic objective: To validate Jerry's presence and integrate him into the 'therapeutic unit' without triggering Robert's defensive mechanisms further. 3. Linguistic technique: Use a 'Truism' combined with 'Identification.' By stating a simple, undeniable fact, I bypass the patient's critical faculty. 4. Psychological anchoring: By adding the possessive phrase 'of mine,' I link Jerry's status directly to my own professional authority. If Robert accepts me as his therapist, he must now unconsciously accept Jerry as an extension of my work. 5. Minimalist intervention: Avoid explaining 'why' Jerry is there, as explanations invite debate. Instead, provide a definition of 'who' he is, which effectively answers the 'why' through implication.",Jerry is a medical student of mine.,2
ERICKSON_REFRAMING_PRESUPPOSITION,Rapport Building,False,,"{'topic': ""Skepticism about a medical student's presence during therapy"", 'tone_constraint': 'Brief, authoritative, and subtly suggestive', 'structural_constraint': 'A short, noun-phrase-focused response that bypasses logical debate'}","Robert's question is a challenge to the therapeutic authority and a manifestation of conscious resistance. A typical response would be to explain the educational role of students, but that invites further debate. Instead, I choose to utilize the 'Reframing' technique combined with 'Presupposition'. By omitting the noun 'student' and focusing entirely on the quality 'competent', I presuppose that the individual's presence is already justified by their skill level. The brevity of the statement—'A very competent one'—serves to halt the conscious mind's critical questioning by providing a definitive, qualitative label that is difficult to argue against without sounding irrational. This shifts the focus from 'why they are here' to 'how good they are', effectively neutralizing the resistance through a simple, authoritative suggestion.",A very competent one.,7
ERICKSON_UTILIZATION_REFRAMING,Rapport Building,False,,"{'topic': 'Incorporating an external person into the therapeutic frame to neutralize hostility', 'tone_constraint': 'Authoritative, calm, and matter-of-fact', 'structural_constraint': 'Credentialing followed by functional integration'}","내담자 Robert의 공격성을 직접적으로 꾸짖거나 방어하지 않고, 공격 대상이 된 인물의 권위(미시간 대학 교수)를 객관적 사실로 제시하여 심리적 무게감을 부여합니다. 그 후 '그 또한 당신의 치료를 도울 것'이라는 선언을 통해, 내담자가 방금 모욕한 대상을 거부할 수 없는 치료적 도구로 재정의(Reframing)합니다. 이는 내담자의 저항을 무력화하고, 주변의 모든 요소를 치료에 활용하는 에릭슨의 '활용(Utilization)' 기법을 보여줍니다. 'He, too'라는 표현은 에릭슨과 교수를 한 팀으로 묶어 내담자가 대항하기 힘든 권위의 연합을 형성합니다.","He is a professor of art at the University of Michigan. He, too, is going to assist me in your therapy.",10
ERICKSON_PACING_AND_LEADING,Rapport Building,False,,"{'topic': 'Confidentiality and privacy in therapy', 'tone_constraint': 'Reassuring, authoritative, and matter-of-fact', 'structural_constraint': 'Direct validation followed by a transition to action'}","First, I must pace the client's reality by immediately validating his assertion that consultations should be private. By saying 'They are,' I establish an instant agreement, which reduces resistance. Second, I need to provide a sense of security that goes beyond a simple promise. By mentioning 'a lot of help to keep it strictly private,' I imply a robust, almost invisible infrastructure of protection, which shifts the responsibility of maintaining boundaries from the client to me. Third, I use the conjunction 'And' to link the reassurance with the next directive, avoiding any 'buts' that might create friction. Finally, I move directly into a 'Leading' phase with a clear, simple command ('Now come in and sit down') to bypass further rumination and initiate the therapeutic process.",They are. And I’ve got a lot of help to keep it strictly private. Now come in and sit down.,9
ERICKSON_DIRECT_INDUCTION,Rapport Building,False,,"{'topic': 'Hypnotic phenomena demonstration', 'tone_constraint': 'Authoritative, gentle, and expectant', 'structural_constraint': 'Direct imperative sentence with positive qualifiers'}","에릭슨은 내담자의 이름을 먼저 불러 주의를 집중시킵니다. 'nice'라는 형용사를 사용하여 트랜스 경험이 긍정적이고 즐거운 것임을 무의식에 각인시키며, 'deep'이라는 단어로 도달해야 할 상태의 깊이를 명확히 규정합니다. 'go into'는 상태의 변화를 자연스러운 과정으로 묘사하여 저항을 최소화합니다. 이는 시연 상황에서 내담자의 기대감을 활용한 간결하고 강력한 직접 유도 기법입니다.","Jerry, go into a nice deep trance.",5
ERICKSON_NEGATIVE_HALLUCINATION,Rapport Building,False,,"{'topic': 'Dual induction and negative hallucination induction', 'tone_constraint': 'Authoritative, calm, and matter-of-fact', 'structural_constraint': 'Direct command followed by behavioral constraints and perceptual exclusion'}","먼저, 'Now you go into a trance'라는 직접적인 명령을 통해 즉각적인 상태 변화를 유도합니다. 그 다음, Jerry가 최면에 들어갈 당시의 상황(교수가 깨어 있었다는 사실)을 상기시켜 현재의 변화를 대조시킵니다. 핵심은 '최면 상태에서도 깨어 있는 것처럼 보일 것'이라는 암시를 통해 사회적 기능을 유지하면서도 깊은 트랜스 상태(몽유병적 상태)에 머물게 하는 것입니다. 마지막으로, 특정 대상(Jerry)에 대한 인지를 차단하고 다른 대상(Robert와 나)에게만 주의를 집중하게 함으로써 '선택적 지각'과 '부정적 환각'을 완성합니다. 이는 내담자의 현실 검증력을 우회하고 무의식적인 지각 통제권을 확보하려는 전략적 계산입니다.",Now you go into a trance. Jerry went in knowing that you were in a waking state. In the trance state you present every appearance of being awake. You will talk to Robert and to me and you will not be able to hear or see Jerry.,11
ERICKSON_RATIFICATION,Rapport Building,False,,"{'topic': 'Confirmation of mutual trance state and insight', 'tone_constraint': 'Calm, affirming, authoritative, and minimalist', 'structural_constraint': 'Brief, direct, and reinforcing affirmation'}","내담자(로버트)가 상호 최면(mutual trance)이라는 복잡한 심리적 역동을 스스로 포착해낸 순간입니다. 에릭슨의 관점에서 이러한 '깨달음'은 내담자의 무의식이 외부의 미묘한 신호를 정확히 읽어냈음을 의미합니다. 여기서 장황한 설명을 덧붙이는 것은 오히려 내담자의 주관적 발견의 가치를 훼손하고 분석적 사고를 자극하여 최면적 흐름을 방해할 수 있습니다. 따라서 가장 단순하면서도 강력한 긍정인 'That’s right'을 사용하여, 내담자의 통찰을 즉각적으로 비준(Ratification)하고 그의 무의식적 지각 능력을 신뢰하도록 유도합니다. 이는 내담자가 자신의 직관을 믿게 만드는 전략적 단순함입니다.",That’s right.,10
ERICKSON_POST_HYPNOTIC_SUGGESTION,Call to Action,False,,"{'topic': 'Session termination and future scheduling', 'tone_constraint': 'Casual, authoritative, and reassuring', 'structural_constraint': 'Brief declarative sentence with temporal anchoring'}","세션을 종결하는 시점에서 내담자의 무의식에 '치료는 계속될 것'이라는 안정감을 심어주는 것이 핵심입니다. 'Well, good night'이라는 일상적인 인사는 의식적인 경계심을 낮추고 트랜스 상태에서 현실로의 부드러운 전환을 돕습니다. 이어지는 'I'll see you tomorrow at 6:00 p.m.'은 단순한 약속을 넘어선 미래 페이싱(Future Pacing) 기법입니다. 구체적인 시간을 명시함으로써 내담자의 무의식은 다음 세션까지의 시간을 치료의 연장선으로 인식하게 되며, 내일 6시에 다시 만날 것을 당연한 기정사실로 받아들이게 됩니다. 이는 내담자에게 심리적 안전망을 제공함과 동시에 치료적 변화가 지속될 것임을 암시하는 전략적 배치입니다.","Well, good night, Robert. I’ll see you tomorrow at 6:00 p.m.",10
ERICKSON_TRUISM,Rapport Building,False,,"{'topic': 'Reinforcing a behavioral routine through observation', 'tone_constraint': 'Calm, observant, and matter-of-fact', 'structural_constraint': 'A simple declarative statement of an observable fact (Truism)'}","에릭슨은 내담자의 저항을 최소화하고 협력적인 분위기를 조성하기 위해 '자명한 이치(Truism)' 기법을 사용합니다. '당신은 매일 저녁 나타난다'는 말은 제리가 부정할 수 없는 객관적 사실입니다. 이 문장을 통해 에릭슨은 제리의 현재 행동을 있는 그대로 수용(Pacing)하며, 동시에 이 행동이 앞으로도 지속될 당연한 규칙임을 무의식에 각인시킵니다. 이는 권위적인 명령 없이도 내담자가 자신의 행동을 스스로 통제하고 지속하게 만드는 고도의 전략적 관찰입니다.",You show up every evening.,10
ERICKSON_ILLUSION_OF_CHOICE_AND_MODELING,Rapport Building,False,,"{'topic': 'Setting expectations for a trance induction session and defining behavioral goals.', 'tone_constraint': 'Authoritative yet permissive, calm, and structured to minimize resistance.', 'structural_constraint': 'Progression from past experience to present action, followed by a range of possibilities (light/medium/deep) and a specific behavioral goal based on external modeling.'}","먼저 '어젯밤'의 경험을 언급함으로써 내담자와의 라포를 강화하고 연속성을 부여한다. 그 다음 '가벼운 최면(light trance)'이라는 표현을 사용하여 내담자가 느낄 수 있는 심리적 부담이나 저항을 낮춘다. 핵심 기법으로 '선택의 환상(Illusion of Choice)'을 사용하는데, 최면의 깊이를 '가볍거나, 중간이거나, 깊을 수 있다'고 나열함으로써 내담자의 의식이 '최면에 걸릴 것인가'가 아니라 '어느 정도 깊이로 들어갈 것인가'를 고민하게 만든다. 이는 어떤 결과가 나오든 최면 상태임을 전제하는 전략이다. 마지막으로 구체적인 행동 지침을 줄 때 제리나 교수의 시연을 언급함으로써, 내담자가 스스로 어떻게 행동해야 할지 고민하지 않고 무의식적으로 관찰했던 모델을 따라 하도록 유도한다.","Robert, last night I showed you hypnosis. Tonight, I am going to induce a light trance in you. It can be light; it can be medium; it can be deep. All I want is for you, in the trance, to do anything or everything that Jerry demonstrated, that the professor demonstrated.",11
ERICKSON_POST_HYPNOTIC_SUGGESTION,Call to Action,False,find,"{'topic': 'Post-hypnotic suggestion for automatic drawing during conscious distraction', 'tone_constraint': 'Authoritative yet detached, focusing on autonomous physical movement', 'structural_constraint': 'Sequential progression from awakening to physical action, followed by a conscious-unconscious dissociation'}","먼저 '깨어난 후'라는 시간적 트리거를 설정하여 암시의 실행 시점을 명시합니다. 그 다음, 행동의 주체를 내담자 전체가 아닌 '오른손'으로 국한시켜 신체적 해리(Dissociation)를 유도합니다. '손이 길을 찾을 것'이라는 표현은 의도적인 노력이 아닌 자동적인 움직임을 암시합니다. 마지막으로, '제리와의 대화'라는 의식적인 과제를 부여함으로써 내담자의 비판적 사고를 분산시키고, 무의식이 그림을 그리는 동안 의식은 그 과정을 인지하지 못하게 하는 망각과 주의 분산의 메커니즘을 결합했습니다.","After you awaken, your right hand will find its way to the desk top. It will pick up a pencil and you will draw a picture. You won’t know you are doing it because you will be so interested in talking to Jerry.",11
ERICKSON_PRESUPPOSITION,Rapport Building,False,,"{'topic': 'Sleep assessment and positive reinforcement', 'tone_constraint': 'Gentle, suggestive, and curious', 'structural_constraint': 'Open-ended question with an embedded assumption'}","에릭슨은 내담자의 비판적 사고를 우회하기 위해 '전제(Presupposition)' 기법을 정교하게 사용합니다. '잘 잤습니까?'라는 폐쇄형 질문은 내담자가 '아니오'라고 대답할 기회를 주어 부정적 암시를 강화할 위험이 있습니다. 반면, '어떻게 즐겼나요?(How did you enjoy...)'라는 표현은 내담자가 잠을 잘 잤고 그 과정이 즐거웠다는 사실을 당연한 사실로 전제합니다. 'How'라는 의문사는 내담자의 의식적 주의력을 '즐거움의 방식이나 정도'를 탐색하는 데 할당하게 함으로써, 수면이 긍정적이었다는 전제 자체를 무의식적으로 수용하게 만듭니다. 이는 내담자의 무의식에 긍정적인 자원을 심어주는 동시에 치료자와의 라포를 강화하는 고도의 언어적 전략입니다.",How did you enjoy your sleep last night?,4
ERICKSON_PROBE_UNCONSCIOUS,Rapport Building,False,,"{'topic': 'Inquiry into unconscious manifestations and dream material', 'tone_constraint': 'Casual, permissive, and expectant', 'structural_constraint': 'Direct yet open-ended interrogative'}","To elicit information about the client's unconscious processing, I must use a 'non-specific' probe. By using the word 'unusual,' I am not suggesting a specific symptom or behavior, but rather inviting the client's unconscious to select what is relevant. The temporal anchor 'last night' is strategically chosen because the period of sleep is when the unconscious mind is most active in processing therapeutic suggestions and generating symbolic material (dreams). This question functions as a 'Transderivational Search' (TDS) command, forcing the client to scan their internal experience for any deviation from their normal routine, which often reveals the first signs of therapeutic change or the emergence of repressed material.",Did anything unusual happen last night?,9
