text,dominant_topic,topic_contribution
Now I’ve got to go to sleep—I’ve got to go to sleep—I’ve got to get some rest—I’ve got to go to sleep—I’ve got to go to sleep—’ VE GOT TO GET SOME REST—I NEED SOME REST!,8,0.540549104956272
"Well, here I am in this bed, and a smart person realizes that once they are here, there is nothing left to do but to be here. While the insomniac works hard at trying to sleep, the smart person simply acknowledges their presence in this space, letting the body remember its own natural rhythm of drifting away.",4,0.24704390664022
"Well, you know, hypnosis is one phenomenon of unconscious behavior. I wouldn’t really expect you to have a full conscious awareness of what you did accomplish, because a good deal of it ought to remain entirely in your unconscious mind.",5,0.4498472163517126
"You know, this is really a nice day in June, 1940, and it really is.",0,0.5754316305397668
"At each level, at each date, I’m letting them recall certain learnings, certain memories; I am getting them to think more and more about the past events and the past learnings in their lives. And they are organizing them, and they are paying less and less attention to the events of today.",1,0.3636332191453013
"And now a little girl appears from that direction over there, and she is walking happily along. Now she is standing still, but what is she going to do next?",2,0.5165838950050783
Tell me about that little girl. What is she doing now? I don’t see her clearly. I couldn’t see that movement she just made... What was it? ... What is she picking up now?,2,0.42905694006768424
"You know, I think the little girl is talking to somebody, but I can’t hear. Will you listen carefully and tell me what she is saying? Now tell me, what is she saying?",2,0.5164131175828475
"No! She said that! And now she is going to do some thinking, and will you tell me what she is thinking?",1,0.36254573366153997
And how do you suppose she feels? Can you notice how she is feeling? Does she feel the way her feet are placed on the ground? Does she feel the swing moving?,2,0.3150261490163029
"You know, as you swing up there a voice here beside me can talk to me. And a voice beside me can talk to me.",2,0.849993826285624
"All right, make it the year 1934, and have her walk down such-and-such a street; then have her turn and walk down another street, and then have her turn and walk down another street.",8,0.7487858155211141
"Now you are coming to the intersection of such and such, so please turn right.",1,0.2879419965665925
"You know, if you look at that person standing there, you can speculate about what the future will be. And what do you think that person really ought to do? If sometime—a year later, two years later, three years later—that person develops a vomiting reaction, what ought he really to do about it? How ought he handle it?",6,0.4407999123828072
"I see that you are here. As for hypnotizing you, how much hypnosis do you really need to listen to me? I don’t think you need very much, but I don’t think you really like those stubby fingernails of yours either. And you have been biting them since you were 4 years old, and you are 26 years old now, and I feel rather sorry for you, because for 22 years you have been biting your fingernails and you have never gotten anything more out of it than a teensy, teensy little piece of fingernail; and you have never had a decent-sized piece of fingernail to chomp on. Twenty-two years of frustration!",2,0.33610350889389123
"Now what I am going to suggest to you is this: You have ten fingers. Certainly you can spare one on which to grow a decent-sized fingernail, and after you have grown a decent-sized fingernail on it, bite it off, and have something worth chewing on.",1,0.3081111566275729
"Jimmy, your father and mother have asked me to take care of you because you suck your thumb. That means that you are my patient. Do you know what it means to be somebody’s patient? It means that no other doctor can open his mouth about it. And now that you are my patient your father’s mouth is shut, and he can’t say anything to me about what I say to you; and a nurse doesn’t talk back to a doctor, and your mother is a nurse, and since you are my patient; she can’t talk back to me either. You are just my patient.",2,0.33745465309687156
"Now, let us get one thing straight. That left thumb of yours is your thumb; that mouth of yours is your mouth; those front teeth of yours are your front teeth. I think you are entitled to do anything you want to with your thumb, with your mouth, and with your teeth. They are yours, and let us get that straight. I want you to do anything you want to do.",3,0.2428563236323625
Have you got anything to say?,8,0.6999823666066994
"I have a little more to say to you, Jimmy. One of the first things you learned when you went to nursery school was to take turns. You took turns with this little girl and with that little boy in doing things in nursery school. You learned to take turns in the first grade. In fact, you learned to take turns at home. When Mother serves the food she serves it first to one brother, and then it may be your turn, then it may be sister’s turn, then it is Mother’s turn. We always do things by turns. But I don’t think you are being right or fair or good in always sucking your left thumb and never giving your right thumb a turn.",2,0.4205125063780869
"Your left thumb has received all of the sucking. The right thumb hasn’t had a turn; the first finger hasn’t had a turn; not a single other finger has had a turn. Now I think you are a good little boy, and I don’t think you are doing this on purpose. I think you really would like to give each of your fingers a proper turn.",8,0.339441324304219
"You know, Jimmy, you are over six years old now, and soon you will be a big boy of seven; and you know I have never seen a big boy or a big man that ever sucked his thumb, so you had better do all of your sucking before you are a big boy of seven.",1,0.4586550789691625
"Yes, I can, but I don’t think you will like it. But you can listen to me anyway.",2,0.48171170831928783
"In taking your history, I found out that you hate to walk, even as far as across the street; that you will back your car out of the garage in order to cross the street; that you will drive to the corner in order to mail a letter; that you go to work a half hour early in order to get the parking place nearest to the entrance to where you work. In short, you are entirely dependent upon your car and you hate walking. So this is the idea. You wet the bed every night somewhere between midnight and one o’clock. It is your habit to awaken, change the linen on the bed, and go back to sleep in a dry bed for the rest of the night. You stack up the soiled linen after you remove it, you wash it when you come home from work, hang it up, go to bed. At midnight you stack up the wet linen, make up your bed afresh, and sleep the rest of the night. Now, I think what you ought to do is this: For the next three weeks you get an alarm clock and set it for midnight, or for half past twelve, or for one o’clock—it doesn’t make a bit of difference to me. When the alarm rings, you wake up, and regardless of whether your bed is wet or dry, you dress fully and you take a walk of 40 blocks— and you do that every night for three weeks. At the end of three weeks you can take a week’s vacation, but the next time you find a wet bed you have another three weeks’ sentence to serve by walking 40 blocks in the middle of the night.",1,0.5495583133409646
"I don’t really think you would call [the fingernail case] a transfer cure because the patient was doing a lot of thinking within his own mind. He could see the opportunity that I was setting up for him unconsciously; that he, himself, could take charge of a situation that he had considered impossible for years. He also recognized that I wasn’t going to be a stubborn “Papa,” but that I was going to be a good friend and an amusing friend.",1,0.17074160876090902
"In taking his history I wanted to know how he went to work and what he thought about on the way to work. I discovered that he hated cats very much, and that he always dreaded walking out to the garage in the morning to go to work. I wondered to myself why he should hate walking out to the garage—he was an able-bodied man. So I asked a few more questions: How far away is the mailbox? Do you ever mail any letters? What do you do when you mail a letter? Get in the car and drive up to the mailbox? And you say the mailbox is down at the end of the block? How far down the block is your home? It was half way down the block. He would walk out to the garage, get into the car, and drive down to the mailbox. I got my information and he knew I had that information; therefore, giving him a sentence of walking 40 blocks was not a mysterious solution. I don’t know why I picked 40, but it is a good number.",1,0.38693001111325726
"I took advantage of Von to make a wisecrack about the examination panic, but he did something there that I learned not to do a long time ago. Whenever I take care of students’ examination panics, I so govern and guide my discussion that they never have an opportunity to ask me, “Shall I call you up and tell you the results?” I don’t want them to call me up. I don’t want them to let me know the results, because if they feel a need to let me know the results, it is usually a need to let me know if they succeeded. Therefore, I see to it that they never have a chance to let me know if they succeeded, but I usually find out the results in some way two or three months later.",2,0.3092830827374233
"So with this pregnancy she came in a month early, but she still contends she had a perfectly delightful time with her first delivery.",1,0.637494439527546
"I really don’t think you know how unpleasant your fatness is to you, so tonight when you go to bed, first get in the nude and stand in front of a full-length mirror and really see how much you dislike all that fat you have. And if you think hard enough and look through that layer of blubber that you’ve got wrapped around you, you will see a very pretty feminine figure, but it is buried rather deeply. And what do you think you ought to do to get that figure excavated?",8,0.3107931538595638
"It really isn’t important for me to specify when I am using hypnosis and it isn’t necessary for me to specify when I’m not using hypnosis. I am not going to tell you when I am using a polysyllabic word and when I am using a two-syllable word. It isn’t necessary, just as long as you understand me.",5,0.4226001948561943
"You know, if your grandmother, your great-grandmother, your mother had lived to be 23, they probably would have lived a lot longer.",7,0.35904754831814767
"You are reacting adversely to those patients. Why? Aren’t they the patients that are affording you a medical education? How do you expect to make your living except by meeting your patients, by respecting and liking them—by thoroughly liking them. Those patients allow this County Hospital to function, and this County Hospital is giving you a good share of your medical education, and you are not paying for all of your education by any means. Don’t you think you ought to be grateful to those patients? Why are you repulsed? Why are you offended by them?",1,0.42225323674865484
"I don’t know how to tell you how to drive your car home for the simple reason that I know nothing about your reflex responses, your reaction time, or anything of that sort; I am simply not qualified to tell you how to drive a car, even though I myself know how to drive a car. I do not know how you react to red lights or green lights, or how you react to pedestrians; so the best that I could do would be",7,0.4963244560070524
"Your dad feels that you should be a very, very clever second-storey workman; that you ought to be able to sneak up to a second storey and rob the bedrooms therein, and do a perfectly beautiful job of it. Your dad says that. His friends say that. What do you really think about it?",0,0.44362971247430394
"I think it is all right to drink and to get drunk. Under what circumstances do you drink? There are certain circumstances where you do certain things. I think it is a very desirable thing to brush your teeth, but please don’t do it at the table. There is nothing criminal about it, there is nothing really wrong with it, but don’t do it at the table. If you want to get drunk, do it in the right place, in the right company, and to the right degree.",6,0.40405705779503065
"That is right, and you observe behavior so that you have a better understanding of it, and then when you see good behavior in somebody you encourage it; when you see bad behavior you let the person understand that he is competent to behave better than that, to give a better performance.",5,0.3710935076637891
"You are a great big boy; you weigh 250 pounds; you are 6 feet 6 inches tall; and, you know, I think it is absurd for you to believe that you can’t hurl that shotput any further than 58 feet. I think that is awfully wrong. I don’t know how far you can put that shot, but I do know that men who are smaller than you, who are not as strong as you, who weigh less than you have put it more than 58 feet. Now, won’t you tell me the difference between 58 feet, and 58 feet and 1/100th of an inch? Do you think you could put the ball, the shotput, 1/100th of an inch further?",0,0.44729765831940216
"I really do not know what the traits are. They all add up to a different sum. Each individual is an individual. You recognize the individuality of that person and you try to respond to that person as an individual. You can recognize that this person, because of your accumulated experience, will enter hypnosis slowly, and that one will go into hypnosis readily, and that one you had better delay a day or so, or a week or so, maybe a month or so.",5,0.30224836531997695
"Look here, that is the wrong sort of thing to do. Now do it differently! All right, if you want to make a pig of yourself, eat the rest of it",8,0.3646941369850489
"In working at a problem of difficulty, you try to make an interesting design in the handling of it. That way you have an answer to the difficult problem. Become interested in the design and don't notice the back-breaking labor.",8,0.3092429843692303
"Direct suggestion . . . does not evoke the re-association and reorganization of ideas, understandings and memories so essential for an actual cure . . . Effective results in hypnotic psychotherapy . . . derive only from the patient's activities. The therapist merely stimulates the patient into activity, often not knowing what that activity may be. And then he guides the patient and exercises clinical judgment in determining the amount of work to be done to achieve the desired results",1,0.3026426018739135
"Life isn't something you can give an answer to today. You should enjoy the process of waiting, the process of becoming what you are. There is nothing more delightful than planting flower seeds and not knowing what kinds of flowers are going to come up.",2,0.3046840597738662
"If you have experienced some moments of trance in our work today, your right hand (or one of your fingers) can lift all by itself.",3,0.38730535169188285
"If you have been in trance today without even realizing it, your head will nod yes (or your eyes will close) all by itself.",4,0.38749960135946093
"If your unconscious no longer needs to have you experience (whatever symptom), your head will nod.",2,0.3874944602518986
"If your unconscious acknowledges that a process of therapeutic change has been initiated, your head can nod.",4,0.2801922118583486
"당신이 더 이상 그 문제로 인해 괴로워할 필요가 없다는 것을 알게 될 때, 당신의 검지 손가락이 위로 들리거나, 따뜻해지거나, 혹은 그 어떤 반응이라도 나타날 수 있습니다.",9,0.8874999999800696
"That's right, continue just as you are.",0,0.3421729498700083
Follow that now.,2,0.5499999996235199
Interesting isn't it?,8,0.6999936087993662
Perhaps you can tell me some of that later.,6,0.36666741463825736
You can describe those feelings as freely as you wish.,2,0.5249950860286396
"John was marvelous. And I discussed with him the importance of having nice feelings in your wooden foot, your wooden knee. . . . The importance of having good feelings in the wooden foot, the wooden knee, the wooden leg. Feeling it to be warm. Cool. Rested . . . you can have phantom pleasure.",0,0.6880758282619046
"Most people can experience one hand as being lighter than another. Everyone has had the experience of nodding their head yes or shaking it no even without realizing it. When we are tired, our eyes begin to blink slowly and sometimes close without our quite realizing it. Sometimes as we relax or go to sleep, a muscle will twitch so that our arm or leg makes a slight involuntary movement. You already know how to experience pleasant sensations like the warmth of the sun on your skin. Most people enjoy the refreshing coolness of a light breeze. Some people can imagine their favorite food so well they can actually taste it. The salt and smell of a light ocean breeze is pleasant to most people. Some people blush easily when they recognize certain feelings about themselves. Its easy to feel anger and resentment when we are made to feel foolish. We usually frown when we have memories that are all too painful to remember. Most of us try to avoid thoughts and memories that bring tears, yet they frequently deal with the most important things. We have all enjoyed noticing someone smile at a private thought and we frequently find ourselves smiling at their smile.",0,0.21241437220296283
We know that when you are asleep your unconscious can dream. You can easily forget that dream when you awaken. You can sometimes remember one important part of that dream that interests you. We can sometimes know a name and have it on the tip of our tongue and yet not be able to say the name.,4,0.41798081637645296
"조만간 당신의 손은 저절로 들어 올려지게 될 것입니다. 당신의 두통은 당신의 신체 시스템이 그것을 떠나보낼 준비가 되는 바로 그 순간 사라질 수 있습니다. 당신의 무의식이 그 문제를 더 건설적인 방식으로 다룰 수 있다는 것을 깨닫게 되는 즉시, 당신의 증상은 이제 사라져도 좋습니다.",9,0.9470588235202709
You don't have to talk or move or make any sort of effort. You don't even have to hold your eyes open. You don't have to bother trying to listen to me because your unconscious can do that and respond all by itself. People can sleep and not know they are asleep.,0,0.2522291982324926
You learn this or you learn that!,0,0.6999918686433232
"Soon you will find a finger or a thumb moving a bit, perhaps by itself. It can move up or down, to the side or press down. It can be slow or quick or perhaps not move at all. The really important thing is to sense fully whatever feelings develop.",2,0.29139615381710116
Soon you will find the weight problem being dealt with by eating more or less of the right foods you can enjoy. You may first gain weight or lose it or remain the same for a while as you learn the really important things about yourself.,0,0.3509524235485321
"Would you like to find a spot you can look at comfortably? As you continue looking at that spot for a while, do your eyelids want to blink? Will those lids begin to blink together or separately? Slowly or quickly? Will they close all at once or flutter all by themselves first? Will those eyes close more and more as you get more and more comfortable? That's fine. Can those eyes now remain closed as your comfort deepens like when you go to sleep? Can that comfort continue more and more so that you'd rather not even try to open your eyes? Or would you rather try and find you cannot? And how soon will you forget about them altogether because your unconscious wants to dream?",0,0.24065621900963888
"Can you feel comfortable resting your hands gently on your thighs? That's right, without letting them touch each other. Can you let those hands rest ever so lightly so that the fingertips just barely touch your thighs? That's right. As they rest ever so light, do you notice how they tend to lift up a bit all by themselves with each breath you take? Do they begin to lift even more lightly and easily by themselves as the rest of your body relaxes more and more? As that goes on, does one hand or the other or maybe both continue lifting even more? And does that hand stay up and continue lifting higher and higher, bit by bit, all by itself? Does the other hand want to catch up with it, or will the other hand relax in your lap? That's right. And does that hand continue lifting with these slight little jerking movements, or does the lifting get smoother and smoother as the hand continues upward toward your face? Does it move more quickly or slowly as it approaches your face with deepening comfort? Does it need to pause a bit before it finally touches your face so you'll know you are going into a trance? And it won't touch until your unconscious is really ready to let you go deeper, will it? And will your body automatically take a deeper breath when that hand touches your face as you really relax and experience yourself going deeper? That's right. And will you even bother to notice the deepening comfortable feeling when that hand slowly returns to your lap all by itself? And will your unconscious be in a dream by the time that hand comes to rest?",3,0.2875992813752682
And what will be the effective means of losing weight? Will it be because you simply forget to eat and have little patience with heavy meals because they prevent you from doing more interesting things? Will certain foods that put on weight begin to lose their appeal as you find yourself much more engaged in the pleasures of being active and alert?,0,0.2746751259037902
"It's such a beautiful day, let's go swimming.",2,0.32438262330699336
"It's a holiday, so why shouldn't I do what I want?",6,0.6999569479918776
You have done well and can continue.,0,0.5499999998859302
"Let's go swimming, it's such a beautiful day.",2,0.32438262330699336
With each breath you take you can become aware of the natural rhythms of your body and feelings of comfort that develop.,2,0.2747574789902637
"As you continue sitting there, you will find yourself becoming more relaxed and comfortable.",2,0.4200000975337907
"As your hand lowers, you'll find yourself going comfortably back in time to the source of that problem.",1,0.4044556752184381
As you mentally review the source of that problem your unconscious can develop some tentative ways of dealing with it.,7,0.38749507381808357
"And when your conscious mind recognizes a plausible and worthwhile solution, your finger can lift automatically.",5,0.6833333556301114
"When you feel ready to talk about it, you'll find yourself awakening feeling refreshed and alert, with an appreciation of the good work you've been able to do.",4,0.3974589177565219
"As that fist gets tighter and tense, the rest of your body relaxes. As your right hand lifts, your left hand lowers.",3,0.5067076715372034
"As that arm feels lighter and lifts, your eyelids can feel heavier and lower until they are closed.",9,0.26250155219029975
"As your forehead gets cooler, your hands can get warmer.",0,0.5249988519781894
"As your jaw becomes more and more numb and insensitive, notice how your left hand becomes more and more sensitive.",3,0.6199971359281786
You can experience all your feelings about something that occurred at age X without being able to remember just what caused those feelings.,2,0.5099980049875293
"When you next open your eyes you will have an unusually clear memory of all that, but without the feelings you had then.",3,0.34999560754633685
"As you review that, you can now experience an appropriate balance of thinking and feeling about the whole thing.",0,0.26249963219015837
"And you can, can you not? You can try, can't you? You can't stop it, can you? You will, won't you? You do, don't you? Why not let that happen?",2,0.4327426429001497
You don't have to go into trance until you are really ready.,6,0.4715344505204173
You won't take a really deep breath until that hand touches your face.,3,0.38749985389472924
You won't really know just how comfortable you can be in trance until that arm slowly lowers all the way down to rest on your lap.,2,0.4030593759284223
And you really don't have to do [therapeutic response] until [Inevitable behavior in patient's near future].,7,0.30638470383832433
You won't do it until your unconscious is ready.,4,0.5249595190343925
Your sex life [Pause] just what you need to know and understand about it. Secretly what you want [Pause] is most important to you. You may get divorced [Pause] unless you both really learn to get what you need in the relationship.,2,0.5205411864551118
"If you sit down then you can go into trance. Now if you uncross your legs and place your hands comfortably on your lap, then you will be ready to enter trance.",0,0.37799356181772914
Sit down and go into trance,4,0.36666646726028496
"Your own memories, images, and feelings are now more important to you in this state.",5,0.4873170854411684
We are usually not aware of the moment when we fall asleep and sometimes are not even aware that we slept.,5,0.30000068056950924
"Now you know you do many things all day long without being aware of them. Your heart just beats along without any help or conscious direction from you. Just as you usually breathe without being aware of it. And even when you walk, your legs seem to move by themselves and take you wherever you want to go. And your hands do most of the things you want them to do without your saying Now hands do this, now hands do that. Your hands work automatically for you, and you usually don't have to pay attention to them. Even when you speak, you do it automatically, you don't have to be consciously aware of how to pronounce each word. You can speak without even knowing it. You know how to do it automatically without even thinking about it. Also, when you see or hear things or when you touch or feel things, they work automatically without you having to be conscious of them. They work by themselves and you don't have to pay attention. They just take care of themselves without your having to be bothered about them.",5,0.4717418014258142
"your unconscious has reached the source of that problem, your finger can lift.",5,0.35000107217596055
"When you have found a feeling of relaxation and comfort, your eyes close all by themselves.",0,0.5166663313784945
"As that comfort deepens, your conscious mind can relax while your unconscious reviews the nature of the problem. And when a relevant and interesting thought reaches your conscious mind, your eyes will open as you carefully consider it.",5,0.41959458314153003
"Would you like to enter trance now or later? Would you like to enter trance sitting or lying down? Would you like to go into a light, medium, or deep trance?",2,0.3426827353161488
"If you are not asleep within fifteen minutes of going to bed, you must get up and wax the floors until you feel you can sleep. If you are still not asleep within fifteen minutes of returning to bed, you must get up again and continue this procedure until you are finally asleep.",4,0.3974108792581521
"If your unconscious wants you to enter trance, your right hand will lift all by itself. Otherwise your left hand will lift.",3,0.5543267716089544
"당신이 조용히 앉아 있고 아직 손의 반응이 나타나지 않고 있기 때문에, 당신의 무의식이 트랜스에 들어가면서 아예 아무런 노력도 하지 않는 것을 더 선호하는 것인지 궁금해할 수 있습니다. 움직이거나 말을 하거나, 혹은 눈을 뜨고 있으려 애쓰지 않는 것이 오히려 더 편안할 수도 있겠지요.",9,0.9307692307540328
"You don't have to listen to me because your unconscious is here and can hear what it needs to, to respond in just the right way. And it really doesn't matter what your conscious mind does because your unconscious can find the right means of coping with that pain [or whatever]. You've said you don't know how to solve that problem. You are uncertain and confused. Your conscious mind really doesn't know what to do. And yet we know that the unconscious does have access to many memories and images and experiences that it can make available to you in ways that can be most surprising for solving that problem. You don't know what all your possibilities are yet. Your unconscious can work on them all by itself. And how will you know when it has been solved? Will the solution come in a dream you will remember, or will you forget the dream but find that the problem is gradually resolving itself in a way that your conscious mind cannot understand? Will the resolution come quickly while wide-awake or in a quiet moment of reflection or daydreaming? Will you be at work or at play, shopping or driving your car, when you finally realize it? You really don't know, but you certainly can be happy when the solution does come.",5,0.23086096503119888
"You can as a person awaken, but you do not need to awaken as a body. You can awaken when your body awakens but without a recognition of your body.",4,0.6099975611442382
You can dream you're awake even though you're in trance. Or you can act as if you're in trance even while awake. You can find your hand lifting without knowing where it is going. Or you may sense where it is going even though you're not really directing it. You can make an abstract drawing without knowing what it is. You can later find some meaning in it even though it does not seem related to you personally. You can speak in trance even though you don't always recognize the meaning of your words. Or you can remain silent as your head very slowly nods yes or shakes no all by itself in response to my questions.,4,0.4407579315989857
"Now, in a moment your eyes will open but you don't need to awaken. Or you can awaken when your eyes open, but without remembering what happened when they were closed.",3,0.24537768468973573
"Now, in a moment your eyes will open, but you don't need to awaken. Or you can awaken when your eyes open, but you won't feel like moving your arms for a few minutes [or won't feel like speaking for a few minutes].",2,0.4183884828960027
"Please proceed with an account of your ideas and understanding, permitting me only enough interruptions to insure that I understand fully and that I follow along with you. For example, you mentioned the chair but obviously you have seen my desk and have been distracted by the objects on it. Please explain fully.",8,0.23949233654371374
"지금 당신이 하고 있는 것처럼, 계속해서 바닥을 서성임으로써 저와 기꺼이 협력해 주시겠습니까?",9,0.8199999999735899
이제 당신이 앉을 수 있는 그 의자로부터 오른쪽으로 도세요. 다시 당신이 앉을 수 있는 그 의자를 향해 왼쪽으로 도세요. 당신이 앉을 수 있는 그 의자로부터 멀리 걸어가 보세요. 그리고 다시 당신이 앉을 수 있는 그 의자를 향해 걸어오세요.,9,0.9357142857071139
the chair which you will soon approach as if to seat yourself comfortably.,6,0.33380590107739666
the chair in which you will shortly find yourself sitting comfortably.,4,0.4199973308106928
"Wipe up that blood; wipe up that blood; use a bath towel; use a bath towel; use a bath towel; a bath towel, not a hand towel, a bath towel.",3,0.39437371284789263
"Now wrap it around your leg, wrap it tightly, wrap it tightly.",0,0.5499999998159518
"Now hold it tightly, hold it tightly, let's get in the car and go to the doctor's office; hold it tightly.",0,0.38750249222761035
That's just the nurse. The doctor is in the next room. Now don't forget to tell him everything just the way you want it.,2,0.39866897367841936
"You really can't conceive of what a trance is - no, I can't, what is it? - yes, what is it! - a psychological state, I suppose - A psychological state you suppose, what else! - I don't know - you really don't know - no, I don't - you don't, you wonder, you think - think what - yes, what do you think, feel, sense? - (pause) - I don't know - but you can wonder - do you go to sleep? - no, tired, relaxed, sleepy - really tired - so very tired and relaxed, what else? - I'm puzzled - puzzles you, you wonder, you think, you feel, what do you feel? - my eyes - yes, your eyes, how? - they seem blurred - blurred, closing - (pause) - they are closing-closing, breathing deeper - (pause) - tired and relaxed, what else? - (pause) - sleep, tired, relaxed, sleep, breathing deeper - (pause) - what else - I feel funny - funny, so comfortable, really learning - (pause) - learning, yes, learning more and more - (pause) - eyes closed, breathing deeply, relaxed, comfortable, so very comfortable, what else? - (pause) - I don't know - you really don't know, but really learning to go deeper and deeper - (pause) - too tired to talk, just sleep - maybe a word or two - I don't know (spoken laboriously) - breathing deeper and you really don't know, just going deeper, sleeping soundly, more and more soundly, not caring, just learning, continuing ever deeper and deeper and learning more and more with your unconscious mind.",2,0.37065890320643563
"Do you recall the physical setting of that trance? Oh yes, it was in the psychology laboratory of the university I was then attending. Could you, as you sit here, recall and describe to me the physical setting of that trance situation?",4,0.44368447633221686
Why not demonstrate that it can be?,5,0.5499999997038523
"Shortly your right hand, or it may be your left hand, will begin to lift up, or it may press down, or it may not move at all, but we will wait to see just what happens. Maybe the thumb will be first, or you may feel something happening in your little finger, but the really important thing is not whether your hand lifts up or presses down or just remains still; rather, it is your ability to sense fully whatever feelings may develop in your hand.",3,0.32869432313810437
Does your unconscious mind think that you can go into a trance?,5,0.5166639871477585
"Consciously you cannot know what your unconscious mind thinks or knows. But your unconscious mind can let your conscious mind discover what it thinks or understands by the simple process of causing a levitation of either the right or the left hand. Thus your unconscious mind can communicate in a visibly recognizable way with your conscious mind. Now just watch your hands and see what the answer is. Neither you nor I know what your unconscious mind thinks, but as you see one or the other of your hands lifting, you will know.",5,0.660378899614553
"One of your hands is lifting. Try to notice the slightest movement, try to feel and to see it, to enjoy the sensation of its lifting and be pleased to learn what your unconscious thinks.",0,0.5018319935244494
"It is very pleasing to discover that your unconscious can communicate with your conscious mind in this way. There are many other things that your unconscious can learn to do. For example, now that it has learned that it can develop a trance state and to do so remarkably well, it can learn various trance phenomena. For instance, you might be interested in - .",5,0.4330941694352284
"And you can go into a trance just as easily and quickly as your unconscious answered that question just by continuing to watch as your unconscious mind continues to move your hand up toward your face. As your hand moves up, your eyes will close, and you will go into a deep trance.",4,0.29826546060287323
"As your hand moves up, your eyes will close, and you will go into a deep trance.",3,0.3654531483027955
Give your unconscious mind the privilege of manifesting in some way that you are a good hypnotic subject but that you will not consciously recognize it. At the same time you can continue to function well at the conscious level. I might add that the manifestation might be obvious to the audience but not to you.,5,0.39444469441217306
"What I wanted to demonstrate to the doctors there, and what I want to stress to you, is the separation of functioning that goes on all the time in the human body, separation at an intellectual level, separation at an emotional level, separation at a sensory level, just as you have forgotten the shoes on your feet at this moment and the glasses on your face.",5,0.4284430137153196
This is a beautiful day in June.,1,0.5249998403504709
"You wish to have hypnosis utilized in connection with your dental work. Your husband and his colleagues wish the same, but each time hypnosis was attempted, you have failed to go into a trance. You got scared stiff and you cried. It would really be enough just to get stiff without crying. Now you want me to treat you psychiatrically, if necessary, but I don't believe it is. Instead, I will just put you in a trance so that you can have hypnosis for your dentistry.",4,0.23220775195846532
"No, you will first get stiff. That is the first thing to do and do it now. Just get more and more stiff, your arms, your legs, your body, your neck - completely stiff - even stiffer than you were with your husband. Now close your eyes and let the lids get stiff, so stiff that you can't open them.",0,0.4999251667372892
"Now the next thing you have to do is to get scared silly and then to cry. Of course, you don't want to do this, but you have to because you learned to, but don't do it just yet. It would be so much easier to take a deep breath and relax all over and to sleep deeply. Why don't you try this, instead of going on to getting scared silly and crying?",2,0.3565622951321378
"Of course you can continue to sleep deeper and deeper in the trance state and be relaxed and comfortable. But any time you wish, you can start to get scared stiff and silly and to cry. But maybe now that you know how to do so, you will just keep on being comfortable in the trance so that any dental or medical work you need can be done comfortably for you.",4,0.37580526131999603
"이제 당신은 점점 더 깊이, 아주 깊이 잠들게 됩니다. 당신의 눈에는 오직 남편과 나만이 보일 뿐이며, 그 외의 모든 세상은 당신의 시야에서 서서히 사라져 갑니다.",9,0.8999999999859445
"이 공황 상태가 당신의 최면을 더욱 깊게 유도할 것이며, 그와 동시에 당신의 몸을 의자에 아주 견고하게 고정시켜 줄 것입니다.",9,0.8199999999904702
"Then gradually, she was told, she would begin to feel her husband touching her intimately, caressingly, even though she would continue to see him still on the other side of the room. She was asked if she were willing to experience such sensations and she was informed that her existing body rigidity would relax just sufficiently to permit her to nod or to shake her head in reply, and that an honest answer was to be given slowly and thoughtfully.",0,0.315996437124175
"이제 남편과 제가 고개를 돌려 당신을 보지 않는다는 사실에 주목해 보세요. 우리가 시선을 거두었기 때문에, 당신은 이제 남편의 손길이 당신의 몸을 점진적으로 더 친밀하게 어루만지는 것을 느끼기 시작할 것입니다. 그리고 마침내 당신은 온전히 즐겁고, 행복하며, 편안한 상태에 이르게 될 것입니다.",9,0.9357142857045393
"You're mad and you're going to keep right on being mad, and you think there isn't a thing you can do about it, but there is. You don't like to see a 'crazy doctor,' but you are here and you would like to do something, but you don't know what. Your parents brought you here, made you come. Well, you can make them get out of the office. In fact, we both can - come on, let's tell them to go on out.",2,0.4509425979551865
"But you're still mad and so am I, because they ordered me to cure your bedwetting. But they can't give me orders like they give you. But before we fix them for that - with a slow, elaborate, attention-compelling, pointing gesture - look at those puppies right there. I like the brown one best, but I suppose you like the black-and-white one, because its front paws are white. If you are very careful, you can pet mine, too. I like puppies, don't you?",7,0.30014784231930275
"I'm glad you're not mad at me any more and I don't think that you or I have to tell your parents anything. In fact, maybe it would serve them just right for the way they brought you here if you waited until the school year was almost over. But one thing is certain. You can just bet that after you've had a dry bed for a month, they will get you a puppy just about like little Spotty there, even if you never say a word to them about it. They've just got to. Now close your eyes, take a deep breath, sleep deeply, and wake up awful hungry.",2,0.32374538156128907
Do your eyes feel like resting and closing for a moment while your unconscious mind explores that [whatever]?,3,0.2333290661339716
"I want you to be quiet for a moment, and as you think that over we will see what else your unconscious mind brings up about it. And you don't have to talk until you really feel comfortable about it.",2,0.34287735994813023
"You are absorbed in something now, and if your unconscious agrees that this is a comfortable moment for you to enter trance, you will find that your eyes will seem to close all by themselves.",9,0.26249912378842427
Does your unconscious want those eyes to close so you can just continue as you are even more comfortably?,4,0.29526211429219157
"Just let yourself continue as you are and your body won't even have to move until your unconscious has a surprising solution to that, even though your conscious mind may not yet know what it is, exactly.",5,0.3957984858748035
