pattern_id,state,state_label,output
ERICKSON_PERMISSIVE_INDUCTION,RAPPORT,Rapport Building (라포 형성기),"Notice the silent waiting, the expectancy in her. So far as the patient knows you are not pressuring..."
ERICKSON_TRUISM_PRESUPPOSITION,RAPPORT,Rapport Building (라포 형성기),You can't wait for something without knowing it is going to happen....
ERICKSON_UTILIZATION_PACING,RAPPORT,Rapport Building (라포 형성기),"She plays with her dress, but even that is not real enough now, so she goes to touching her hand...."
ERICKSON_INDIRECT_FOCUS,RAPPORT,Rapport Building (라포 형성기),"I could see she was searching through her memory, but to have her make something I would like to tur..."
ERICKSON_SPECIFIC_ACTION_SUGGESTION,ACTION,Call to Action (행동 촉구기),"It is very important that she do something specific here. It is important that she does something, s..."
ERICKSON_YES_SET_REINFORCEMENT,RAPPORT,Rapport Building (라포 형성기),That's right. Making her increasingly more interested in the work she will now do....
ERICKSON_ROLE_DEFINITION,RAPPORT,Rapport Building (라포 형성기),"No, the conscious mind is to give full cooperation to the unconscious. You're feeding it to the unco..."
ERICKSON_VALIDATION_UTILIZATION,RAPPORT,Rapport Building (라포 형성기),Yes....
ERICKSON_AGE_REGRESSION_HALLUCINATION,RAPPORT,Rapport Building (라포 형성기),What happens in creating a hallucination related to the past? A scene of S as a little girl enjoying...
ERICKSON_UTILIZATION_OF_MULTILEVEL_REALITY,RAPPORT,Rapport Building (라포 형성기),Yes. She had some age regression there in which she had some fantasies of her childhood and some of ...
ERICKSON_AUDITORY_PROJECTION,RAPPORT,Rapport Building (라포 형성기),"In my voice you can hear the whispering wind, the rustle of leaves. (Pause) And then my voice become..."
ERICKSON_UNIVERSAL_EXPERIENCE_UTILIZATION,RAPPORT,Rapport Building (라포 형성기),That's right. How do you merge your voice with a patient's inner experience? You use words that ordi...
ERICKSON_CONJUNCTIVE_PACING,RAPPORT,Rapport Building (라포 형성기),And close:...
ERICKSON_PERMISSIVE_SUGGESTION,ACTION,Call to Action (행동 촉구기),"I'm not asking her to do anything she doesn't want to. It could be a friend, relative, anyone known...."
ERICKSON_TIME_DISTORTION_RECALL,RAPPORT,Rapport Building (라포 형성기),You will in due course say something Long forgotten now remembered. (Pause) A very happy memory. And...
ERICKSON_CHALLENGING_AMBIGUITY,RAPPORT,Rapport Building (라포 형성기),"When is ""in due course""?..."
ERICKSON_VALIDATION_TRUISM,RAPPORT,Rapport Building (라포 형성기),That's right....
ERICKSON_DIRECT_AFFIRMATION,RAPPORT,Rapport Building (라포 형성기),Yes....
ERICKSON_AFFIRMATION_UTILIZATION,RAPPORT,Rapport Building (라포 형성기),Yes....
ERICKSON_RATIFICATION,RAPPORT,Rapport Building (라포 형성기),and you are growing (Pause) becoming a big girl....
ERICKSON_LOGICAL_PRESUPPOSITION,RAPPORT,Rapport Building (라포 형성기),This ratifies the regression because she can only be big now if she was little earlier....
ERICKSON_FUTURE_PACING_DISPLACEMENT,RAPPORT,Rapport Building (라포 형성기),And someday you will meet some stranger and you will be able to tell him about it. And when you meet...
ERICKSON_TRUISM_UNIVERSAL,RAPPORT,Rapport Building (라포 형성기),Every woman has a past in which she wanted to meet a stranger....
ERICKSON_PATIENT_DEFINITION,RAPPORT,Rapport Building (라포 형성기),"But you have not defined it, you are still letting her make her own definition of it...."
ERICKSON_GENERAL_SPECIFIC_AMBIGUITY,RAPPORT,Rapport Building (라포 형성기),There is a general problem for the beginning therapist here. You start patients in a train of associ...
ERICKSON_AGE_PROGRESSION,RAPPORT,Rapport Building (라포 형성기),And now in progression come through the years until you reach October 1972....
ERICKSON_RATIFICATION_LOGIC,RAPPORT,Rapport Building (라포 형성기),You're asking the patient to progress from time A to B and C. That ratifies that the years of A thro...
ERICKSON_CONTINGENT_SUGGESTION,ACTION,Call to Action (행동 촉구기),Don't enter trance until you sit all the way down in that chair...
ERICKSON_DOUBLE_BIND_AMNESIA,RAPPORT,Rapport Building (라포 형성기),"You will realize hypnosis was employed, you will not remember going into a trance. It isn't necessar..."
ERICKSON_PERMISSIVE_INQUIRY,RAPPORT,Rapport Building (라포 형성기),Do you think you can go in a trance this morning?...
ERICKSON_INTERROGATIVE_SUGGESTION,ACTION,Call to Action (행동 촉구기),Do you think you can go into a trance this morning?...
ERICKSON_REFRAMING_ANALOGY,METAPHOR,Metaphor Insertion (은유 삽입기),"Except it did not really fail. — She is just ""realizing"" the trance. You can realize there was a yes..."
ERICKSON_YES_SET,RAPPORT,Rapport Building (라포 형성기),That's right....
ERICKSON_UNCONSCIOUS_SEARCH,RAPPORT,Rapport Building (라포 형성기),What memories come to mind?...
ERICKSON_CONTEXTUAL_ANCHORING,RAPPORT,Rapport Building (라포 형성기),In Maine?...
ERICKSON_UTILIZATION_INQUIRY,RAPPORT,Rapport Building (라포 형성기),"All right, now what has happened to you this morning?..."
ERICKSON_CLARIFICATION_UTILIZATION,RAPPORT,Rapport Building (라포 형성기),"How do you mean, you went back?..."
ERICKSON_AGE_REGRESSION_ANCHORING,RAPPORT,Rapport Building (라포 형성기),How tall were you?...
ERICKSON_DIRECT_ATTENTION,RAPPORT,Rapport Building (라포 형성기),Why did you say your uncle?...
ERICKSON_PRESUPPOSITION_QUESTION,RAPPORT,Rapport Building (라포 형성기),Are you awake yet?...
ERICKSON_META_EXPLANATION,RAPPORT,Rapport Building (라포 형성기),You ask specific questions in therapy when you don't know where the patient's problem is. I'm explor...
ERICKSON_INDIRECT_SUGGESTION,ACTION,Call to Action (행동 촉구기),"Yes. If there is a problem here, some of these questions may give her an opportunity to talk about i..."
ERICKSON_PRESUPPOSITION,RAPPORT,Rapport Building (라포 형성기),How did you go into a trance this morning?...
ERICKSON_UTILIZATION_OF_AMBIGUITY,RAPPORT,Rapport Building (라포 형성기),"What's the ""or something""?..."
ERICKSON_INTERROGATIVE_PROVOCATION,RAPPORT,Rapport Building (라포 형성기),Is that the best description you can give?...
ERICKSON_PROCESS_EXPLANATION,RAPPORT,Rapport Building (라포 형성기),By asking her these questions I'm also facilitating amnesia....
ERICKSON_UNCONSCIOUS_CUE_ANALYSIS,RAPPORT,Rapport Building (라포 형성기),"Yes. It's a distraction. When she is so vague as to say ""or something,"" it indicates her memory is b..."
ERICKSON_UTILIZATION_DIRECTIVE,ACTION,Call to Action (행동 촉구기),Explain that fogging....
ERICKSON_PATTERN_INTERRUPT,RESISTANCE,Resistance Bypassing (저항 우회기),지금 몇 시인가요?...
ERICKSON_METAPHOR_ANCHORING,METAPHOR,Metaphor Insertion (은유 삽입기),Fog comes in when you get away from external reality. It is a way of occluding reality. It makes you...
ERICKSON_DOUBLE_BIND,RAPPORT,Rapport Building (라포 형성기),Do you think you're awake yet?...
ERICKSON_UTILIZATION_RATIFICATION,RAPPORT,Rapport Building (라포 형성기),That's right....
ERICKSON_ANALOGY_UTILIZATION,METAPHOR,Metaphor Insertion (은유 삽입기),"Going into trance is like ""going away"" because you are going distant from external reality...."
ERICKSON_HAND_LEVITATION,RAPPORT,Rapport Building (라포 형성기),Now direct your attention to your right hand. Your right hand may have a tendency to move upward. It...
ERICKSON_LINKAGE_CATALEPSY,RAPPORT,Rapport Building (라포 형성기),"When your hand touches your face, you can take a deep breath, and go deeply asleep, and be unable to..."
ERICKSON_DISSOCIATION_FOCUS,RAPPORT,Rapport Building (라포 형성기),You see. she is looking at a hand. Where is the rest of her?...
ERICKSON_NEGATIVE_SUGGESTION_DISSOCIATION,ACTION,Call to Action (행동 촉구기),"But you are not laboriously saying, ""Cease to see the rest of your body.""..."
ERICKSON_COVERING_POSSIBILITIES,RAPPORT,Rapport Building (라포 형성기),"당신의 팔은 완전히 편안하고 안락하게 느껴질 수도 있고, 혹은 모든 감각이 사라질 수도 있으며, 아니면 나무처럼 딱딱해지거나 당신의 팔이 아닌 것 같은 느낌이 들 수도 있습니다. ..."
ERICKSON_DISSOCIATION_CATALEPSY,RAPPORT,Rapport Building (라포 형성기),"Of course something has happened to your left hand, and that will remain, and when you awaken you wi..."
ERICKSON_IMPLICATION,RAPPORT,Rapport Building (라포 형성기),"I'm really telling her, ""Let something happen to your left hand."" The implication is that it will im..."
ERICKSON_UTILIZATION_REFRAMING,RAPPORT,Rapport Building (라포 형성기),It always deepens trance. S offers me the handicap of intellectual desire to keep her knowledge avai...
ERICKSON_PRESUPPOSITION_UTILIZATION,RAPPORT,Rapport Building (라포 형성기),She's got to find out her differences and she can't dispute them....
ERICKSON_PHS_DISSOCIATION,RAPPORT,Rapport Building (라포 형성기),"And I can count backward from 20 to 1 in any way I wish. At the count of one you will awaken, but yo..."
ERICKSON_IDEOMOTOR_INQUIRY,RAPPORT,Rapport Building (라포 형성기),Why did you rub it?...
ERICKSON_INDIRECT_INDUCTION,RAPPORT,Rapport Building (라포 형성기),Now what's happening to your left arm?...
ERICKSON_NON_SPECIFIC_SUGGESTION,ACTION,Call to Action (행동 촉구기),Something is happening to your left hand....
ERICKSON_INDIRECT_AUTONOMY,RAPPORT,Rapport Building (라포 형성기),"And the subject takes credit for it. You're not telling the subject to ""do this, do that."" So many t..."
ERICKSON_TRUISM_VALIDATION,RAPPORT,Rapport Building (라포 형성기),It takes you by surprise?...
ERICKSON_META_COMMUNICATION,RAPPORT,Rapport Building (라포 형성기),This question is also a statement....
ERICKSON_DIRECT_REINFORCEMENT,RAPPORT,Rapport Building (라포 형성기),reinforce the trance!...
ERICKSON_COMPOUND_SUGGESTION_DISSOCIATION,ACTION,Call to Action (행동 촉구기),"It's going to happen, and you'll have no control over what happens...."
ERICKSON_PERMISSIVE_TRUISM,RAPPORT,Rapport Building (라포 형성기),You may have an idea of what's happening....
ERICKSON_PROCESS_SUGGESTION,ACTION,Call to Action (행동 촉구기),Now try to discover what is happening so you can define what is happening to that hand....
ERICKSON_VAGUE_SUGGESTION,ACTION,Call to Action (행동 촉구기),Something else is happening....
ERICKSON_REFRAMING_UTILIZATION,RAPPORT,Rapport Building (라포 형성기),"Actually, of course, its moving around is a form of resistance at this time...."
ERICKSON_INDIRECT_SUGGESTION,ACTION,Call to Action (행동 촉구기),The aside (to R) at the end is actually an indirect suggestion that something is happening....
ERICKSON_UTILIZATION_PACING,RAPPORT,Rapport Building (라포 형성기),Patients all have their own patterns of experiencing hypnotic phenomenon in a segmental manner. It i...
ERICKSON_TRUISM_PRESUPPOSITION,RAPPORT,Rapport Building (라포 형성기),You are probably aware of what's going to happen....
ERICKSON_TRUISM_AWARENESS,RAPPORT,Rapport Building (라포 형성기),"Of course, you are aware that you are not fully awake...."
ERICKSON_PRESUPPOSITION_VALIDATION,RAPPORT,Rapport Building (라포 형성기),"If she's got to ""figure it out,"" that affirms that something is happening...."
ERICKSON_RATIFICATION,RAPPORT,Rapport Building (라포 형성기),Yes....
ERICKSON_CONTINGENT_SUGGESTION,ACTION,Call to Action (행동 촉구기),Then your eyes will shut....
ERICKSON_POST_HYPNOTIC_BIND,RAPPORT,Rapport Building (라포 형성기),"I want your arms to be very comfortable, and then you can awaken comfortably, and you can awaken onl..."
ERICKSON_PROCEDURAL_AUTHORITY,RAPPORT,Rapport Building (라포 형성기),"And no matter what the trance state is, when they have had their eyes open, you have them close thei..."
ERICKSON_OPEN_INQUIRY,RAPPORT,Rapport Building (라포 형성기),And how do you feel now?...
ERICKSON_INTERROGATIVE_SEEDING,RAPPORT,Rapport Building (라포 형성기),Tired?...
ERICKSON_UTILIZATION_FATIGUE,RAPPORT,Rapport Building (라포 형성기),"Now while awake, hold your arm up in that same awkward position and see how tired it gets...."
ERICKSON_UTILIZATION_OF_NATURAL_PROCESS,RAPPORT,Rapport Building (라포 형성기),You have them close their eyes because there is a whole lifetime of experience of having their eyes ...
ERICKSON_ANECDOTAL_TRUISM,RAPPORT,Rapport Building (라포 형성기),"People have gone out of the office and then walked back in and said, ""You'd better awaken me.""..."
ERICKSON_CONFUSION_UTILIZATION,RESISTANCE,Resistance Bypassing (저항 우회기),"Yes. You know, ordinarily, what is what about yourself and the other person. When confused, you sudd..."
ERICKSON_CONFUSION_UTILIZATION,RESISTANCE,Resistance Bypassing (저항 우회기),"Yes. If you are uncertain about yourself, you can't be certain about anything else...."
ERICKSON_TRUISM_GENERALIZATION,RAPPORT,Rapport Building (라포 형성기),"It spills over into their doubt about all reality. If you are uncertain about something, you tend to..."
ERICKSON_UTILIZATION_CONFIRMATION,RAPPORT,Rapport Building (라포 형성기),That's right! They don't know what it is....
ERICKSON_TRUISM_UTILIZATION,RAPPORT,Rapport Building (라포 형성기),Anything is better than that state of doubt....
ERICKSON_DOUBLE_BIND,RAPPORT,Rapport Building (라포 형성기),"You want to get out of that situation, but there is no place except trance...."
ERICKSON_CONTRASTIVE_ANALYSIS,RAPPORT,Rapport Building (라포 형성기),"Yes. He merely capitalizes on that, and he makes it deliberately unpleasant by his aggressive manner..."
ERICKSON_TRUISM_VALIDATION,RAPPORT,Rapport Building (라포 형성기),That's right....
ERICKSON_CONFUSION_TECHNIQUE,RESISTANCE,Resistance Bypassing (저항 우회기),They begin to wonder but they don't know what they are wondering about. That is very confusing!...
ERICKSON_RATIFICATION_TRUISM,RAPPORT,Rapport Building (라포 형성기),That's right....
ERICKSON_CONFUSION_UTILIZATION,RESISTANCE,Resistance Bypassing (저항 우회기),It is the basis of all good techniques. Just as in something as simple as closing the eyes. Most wor...
ERICKSON_TRUISM_SENSORY_DISTORTION,RAPPORT,Rapport Building (라포 형성기),In focusing on a spot you automatically cut down on peripheral vision. Then the spot gets larger as ...
ERICKSON_CONFUSION_RESTRUCTURING,RESISTANCE,Resistance Bypassing (저항 우회기),They don't know what to do. So then the therapist can tell them what to do. He lays out the ground f...
ERICKSON_CONFUSION_TECHNIQUE,RESISTANCE,Resistance Bypassing (저항 우회기),Confusion about the surrounding reality which in ordinary life is always clear. If the surrounding r...
ERICKSON_INDIRECT_ELICITATION,RAPPORT,Rapport Building (라포 형성기),"That's right! And you are not demanding it, but you are eliciting a receptive attitude, and your mos..."
ERICKSON_REFRAMING_NOMINALIZATION,RAPPORT,Rapport Building (라포 형성기),"우리는 이것을 '외부 현실의 희미해짐'이라고 부를 것입니다. 외부 현실이 희미해지면, 당신은 혼란을 느끼게 됩니다...."
ERICKSON_FIXATION_TECHNIQUE,RAPPORT,Rapport Building (라포 형성기),Look at this spot....
ERICKSON_UTILIZATION_SUGGESTION,ACTION,Call to Action (행동 촉구기),keep it that way just a little while for the experience....
ERICKSON_TRUISM_INEVITABILITY,RAPPORT,Rapport Building (라포 형성기),It is going to happen...
ERICKSON_COMPOUND_SUGGESTION,ACTION,Call to Action (행동 촉구기),And......
ERICKSON_DISSOCIATION_REINFORCEMENT,RAPPORT,Rapport Building (라포 형성기),You'll have no control over what happens....
ERICKSON_POST_HYPNOTIC_LINKING,RAPPORT,Rapport Building (라포 형성기),Now while awake...
ERICKSON_CATALEPTIC_ANCHOR,RAPPORT,Rapport Building (라포 형성기),hold your arm in that same awkward position...
ERICKSON_CONJUNCTION_BRIDGE,RAPPORT,Rapport Building (라포 형성기),and...
ERICKSON_COMPOUND_SUGGESTION,ACTION,Call to Action (행동 촉구기),see how tired it gets....
ERICKSON_COMPOUND_SUGGESTION,ACTION,Call to Action (행동 촉구기),Just look at one spot and I'm going to talk to you....
ERICKSON_COMPOUND_SUGGESTION,ACTION,Call to Action (행동 촉구기),There's nothing that is really important except the activity of the unconscious mind and that can be...
ERICKSON_COMPOUND_SUGGESTION,ACTION,Call to Action (행동 촉구기),We know the unconscious can dream and you can easily forget that dream....
ERICKSON_COMPOUND_STATEMENT,RAPPORT,Rapport Building (라포 형성기),"You have altered your rate of breathing, your pulse, and your blood pressure. Without knowing it you..."
ERICKSON_COMPOUND_SUGGESTION,ACTION,Call to Action (행동 촉구기),"Now the first step, of course, is to untangle your legs (Pause) and untangle your hands...."
ERICKSON_COMPOUND_SENSORY_SUGGESTION,ACTION,Call to Action (행동 촉구기),I can listen to the whispering (Pause) of the wind in the woods....
ERICKSON_COMPOUND_SUGGESTION,ACTION,Call to Action (행동 촉구기),"Secrets, feelings, behavior, etc. you would rather not talk about (Pause) can be examined privately ..."
ERICKSON_NEGATIVE_PRESUPPOSITION,RAPPORT,Rapport Building (라포 형성기),"Don't enter trance until you sit all the way down in that chair, there...."
ERICKSON_DOUBLE_BIND_UTILIZATION,RAPPORT,Rapport Building (라포 형성기),I like volunteers and I also like to pick my volunteers....
ERICKSON_UTILIZATION_PACING,RAPPORT,Rapport Building (라포 형성기),"내가 선택하고 싶은 분은, 기둥 뒤에 계속 숨어 계시는 흰 모자를 쓴 예쁜 아가씨입니다...."
ERICKSON_TEMPORAL_DISTANCING,RAPPORT,Rapport Building (라포 형성기),"Now, notice that you thought you didn't want to...."
ERICKSON_PACING_AND_LEADING,RAPPORT,Rapport Building (라포 형성기),"And now that you've come out entirely from behind that pillar, you might as well come all the way to..."
ERICKSON_NEGATIVE_COMMAND_PRESUPPOSITION,ACTION,Call to Action (행동 촉구기),"While you continue to come forward please, don't go into a trance until you sit all the way down in ..."
ERICKSON_TRUISM_PACING,RAPPORT,Rapport Building (라포 형성기),"As you are on the platform, you know you are not in a deep trance,..."
ERICKSON_PACING_LEADING,RAPPORT,Rapport Building (라포 형성기),but you are getting closer to that chair...
ERICKSON_PACING_AND_LEADING,RAPPORT,Rapport Building (라포 형성기),and you are beginning to recognize you don't care...
ERICKSON_DOUBLE_BIND,RAPPORT,Rapport Building (라포 형성기),whether or not you are going into trance....
ERICKSON_COMPARATIVE_SUGGESTION,ACTION,Call to Action (행동 촉구기),"The closer you get, the more you can recognize the comfort of going into a trance...."
ERICKSON_NEGATIVE_CONSTRAINED_CONTINGENCY,RAPPORT,Rapport Building (라포 형성기),But don't go all the way in until you sit all the way down in the chair....
ERICKSON_PACING_LEADING,RAPPORT,Rapport Building (라포 형성기),"All the way down,..."
ERICKSON_UTILIZATION_INTERLOCKING,RAPPORT,Rapport Building (라포 형성기),I associated every one of her forward movements with the development of another fraction of trance b...
ERICKSON_TRUISM_UTILIZATION,RAPPORT,Rapport Building (라포 형성기),You are all the way down in the chair all the way from Colorado Springs....
ERICKSON_UTILIZATION_RESISTANCE,RESISTANCE,Resistance Bypassing (저항 우회기),You knew you did not want to go into a trance. You knew you would prefer something else. As you thin...
ERICKSON_NON_SPECIFIC_PREDICATE,RAPPORT,Rapport Building (라포 형성기),there is something else....
ERICKSON_INDIRECT_SUGGESTION,ACTION,Call to Action (행동 촉구기),So why don't you look at it?...
ERICKSON_PRESUPPOSITION_UTILIZATION,RAPPORT,Rapport Building (라포 형성기),What else enhances it?...
ERICKSON_PERMISSIVE_SUGGESTION,ACTION,Call to Action (행동 촉구기),I think you might like to include hypnosis in your future....
ERICKSON_POSTHYPNOTIC_SUGGESTION,ACTION,Call to Action (행동 촉구기),Suppose you ask me about it after you are awake....
ERICKSON_TAG_QUESTION_REINFORCEMENT,RAPPORT,Rapport Building (라포 형성기),Isn't it remarkable how comfortable you feel?...
ERICKSON_TAG_QUESTION_PACING,RAPPORT,Rapport Building (라포 형성기),"You would really like to know, wouldn't you?..."
ERICKSON_DIRECT_SUGGESTION_REINDUCTION,ACTION,Call to Action (행동 촉구기),Just look there!...
ERICKSON_PRESUPPOSITION_INQUIRY,RAPPORT,Rapport Building (라포 형성기),"What do you suppose, when you first came up to the platform, you did in that trance?..."
ERICKSON_TRUISM,RAPPORT,Rapport Building (라포 형성기),"Well, you are married...."
ERICKSON_PATTERN_INTERRUPT_EXPLANATION,RESISTANCE,Resistance Bypassing (저항 우회기),"The function of surprise is this. The patient comes to you with a certain mental set, and they expec..."
ERICKSON_CONFUSION_TECHNIQUE,RESISTANCE,Resistance Bypassing (저항 우회기),Yes. That's also what you do with confusion technique....
ERICKSON_OBSERVATIONAL_FOCUS,RAPPORT,Rapport Building (라포 형성기),Now I'm just going to look at her. I want both of you to observe her blink reflex....
ERICKSON_META_INDIRECT,RAPPORT,Rapport Building (라포 형성기),In talking about S here I am actually giving her indirect suggestions. I here note many of the crite...
ERICKSON_PACING_AND_LEADING,RAPPORT,Rapport Building (라포 형성기),There was a slight quiver of her eyelids. Along with that quiver is an ironing out of facial muscles...
ERICKSON_INDIRECT_SUGGESTION,ACTION,Call to Action (행동 촉구기),"Everything I say about S is also a suggestion to H, but he did not know it. Every suggestion I made ..."
ERICKSON_TRANCE_INDUCTION_DESCRIPTION,RAPPORT,Rapport Building (라포 형성기),And she's removing herself from this reality to go into a different reality where R's reality and H'...
ERICKSON_CALIBRATION_UTILIZATION,RAPPORT,Rapport Building (라포 형성기),"From that loss or change in body motility, you can follow it, it can tell you something about the ch..."
ERICKSON_DISSOCIATION_PRINCIPLE,RAPPORT,Rapport Building (라포 형성기),"To separate her from our reality (the tripart reality shared by E, R, and H) helps deepen the trance..."
ERICKSON_LEARNING_PROCESS,RAPPORT,Rapport Building (라포 형성기),"I discovered the hard way. Part of my early experience was in subjects always awakening, and I had a..."
ERICKSON_RAPPORT_ANCHORING,RAPPORT,Rapport Building (라포 형성기),"I'm here, you are here... No matter where I am I will always be here...."
ERICKSON_YES_SET_REINFORCEMENT,RAPPORT,Rapport Building (라포 형성기),Yes....
ERICKSON_TRUISM_NORMALIZATION,RAPPORT,Rapport Building (라포 형성기),People have a lifetime of learning that talking in your sleep is socially unacceptable. It's surpris...
ERICKSON_VERBAL_CALIBRATION,RAPPORT,Rapport Building (라포 형성기),"I've already used words like 'comfort' and 'fine,' so when she uses the word 'fine,' I also know she..."
ERICKSON_PHYSIOLOGICAL_VALIDATION,RAPPORT,Rapport Building (라포 형성기),"It's due to a different muscle tone. Her face is ironed out, there is greater plasticity and relaxat..."
ERICKSON_UTILIZATION_EDUCATION,RAPPORT,Rapport Building (라포 형성기),She has this awakening reaction because I had not given her any specific instructions to disregard a...
ERICKSON_UTILIZATION_REFRAMING,RAPPORT,Rapport Building (라포 형성기),"That feeling of ""distance"" is a sign of trance. Nobody has really explained that sense of being dist..."
ERICKSON_UTILIZATION_VALIDATION,RAPPORT,Rapport Building (라포 형성기),Yes....
ERICKSON_DEPOTENTIATION,RAPPORT,Rapport Building (라포 형성기),S has had the opportunity of discovering she can do that work. Now I have the right to be as stupid ...
ERICKSON_UTILIZATION_PRESUPPOSITION,RAPPORT,Rapport Building (라포 형성기),"And R and S have come to join us this time. They called to find out if they could come, and I knew i..."
ERICKSON_ANALOG_MARKING,RAPPORT,Rapport Building (라포 형성기),"Yes. Notice I use a different tone of voice for ""your"" when referring to H and a different direction..."
ERICKSON_INTERPLAY_UTILIZATION,RAPPORT,Rapport Building (라포 형성기),"Because I could effect an interplay that would be extremely valuable for you, for Herbie, for R, for..."
ERICKSON_UTILIZATION_TRUISM,RAPPORT,Rapport Building (라포 형성기),"R can watch S and you (H) can discover certain things. And S has made a new discovery, but then you ..."
ERICKSON_TRANCE_DEPTH_CALIBRATION,RAPPORT,Rapport Building (라포 형성기),Yes. At this point H's distance was much greater than S's....
ERICKSON_TRANCE_DESCRIPTION,RAPPORT,Rapport Building (라포 형성기),He was further away. H tended to go into a reality that included himself and me but excluding S and ...
ERICKSON_TRUISM_CALIBRATION,RAPPORT,Rapport Building (라포 형성기),"A person could be looking right at you, yet you know they are not paying attention to you without th..."
ERICKSON_CHALLENGE_TO_CONSCIOUS_DEFINITION,RAPPORT,Rapport Building (라포 형성기),"But can you define that ""faraway look"" in precise terms?..."
ERICKSON_REINFORCEMENT,RAPPORT,Rapport Building (라포 형성기),Yes....
ERICKSON_UTILIZATION_VAGUENESS,RAPPORT,Rapport Building (라포 형성기),Now both of you want profound trances with hallucinations of the real and of the unreal and the orga...
ERICKSON_SEPARATION_TECHNIQUE,RAPPORT,Rapport Building (라포 형성기),"By saying ""both of you want profound trances,"" I'm here beginning to effect a separation between the..."
ERICKSON_INDIVIDUAL_UTILIZATION,RAPPORT,Rapport Building (라포 형성기),Yes. Each of them can have their own trance with its own individual meaning for each. For H as a pat...
ERICKSON_TIME_DISTORTION_UTILIZATION,RAPPORT,Rapport Building (라포 형성기),"And when you spend time, time can be of varying intensity. It can be condensed, it can be expanded, ..."
ERICKSON_TIME_DISTORTION_UTILIZATION,RAPPORT,Rapport Building (라포 형성기),Time distortion will be useful to both of them here in their different contexts....
ERICKSON_INDIVIDUALIZED_TRUISM,RAPPORT,Rapport Building (라포 형성기),Again here the matter of education will be taken in a different way by each of them. And so on for m...
ERICKSON_AUTONOMY_MODELING,RAPPORT,Rapport Building (라포 형성기),And you both realize thoroughly that the hypnotic state is not really induced by me but by yourselve...
ERICKSON_EMPOWERMENT_AWARENESS,RAPPORT,Rapport Building (라포 형성기),"Yes. When they know they are doing it, they know they can alter their own behavior...."
ERICKSON_RATIFICATION,RAPPORT,Rapport Building (라포 형성기),That's right....
ERICKSON_UTILIZATION_VALIDATION,RAPPORT,Rapport Building (라포 형성기),Yes....
ERICKSON_UTILIZATION_OF_EXPERIENCE,RAPPORT,Rapport Building (라포 형성기),And to do it in accord with the experimental learning of the subject....
ERICKSON_PACING_TRUISM,RAPPORT,Rapport Building (라포 형성기),By being told what to do and when to do it....
ERICKSON_UTILIZATION,RAPPORT,Rapport Building (라포 형성기),"맞습니다. 당신은 그저 이리저리 건너뛰며 바라보고 있을 뿐이죠. 그리고 그렇게 목적 없이 바라보는 동안, 당신의 무의식은 당신이 의식적으로는 미처 깨닫지 못한 소중한 조각들을 하나..."
ERICKSON_EXPERIENTIAL_LEARNING,RAPPORT,Rapport Building (라포 형성기),"It took one of my subjects 200 hours to learn. He would just sit there. S has been a student, a scho..."
ERICKSON_DISSOCIATIVE_ATTENTION,RAPPORT,Rapport Building (라포 형성기),Notice that pulsation. Now I'm going to talk to R so you need not pay any attention....
ERICKSON_SENSORY_ACUITY_UTILIZATION,RAPPORT,Rapport Building (라포 형성기),In watching the face in the trance state there are various places you can note the pulsation. It isn...
ERICKSON_OBSERVATION_CALIBRATION,RAPPORT,Rapport Building (라포 형성기),"You also look for signs of perspiration, pallor, changes in facial expression, any signs of distress..."
ERICKSON_PACING_VALIDATION,RAPPORT,Rapport Building (라포 형성기),That's right....
ERICKSON_PERMISSIVE_TRUISM,RAPPORT,Rapport Building (라포 형성기),You don't push at such times....
ERICKSON_FRACTIONAL_AWAKENING,ACTION,Call to Action (행동 촉구기),"I think I will let H awaken first. Now H, take your time, count backwards from 20 to 1, awakening 1/..."
ERICKSON_REORIENTATION_COUNTING,RAPPORT,Rapport Building (라포 형성기),"Now S, I want you to begin counting silently, mentally from 20 to 1 and begin to count now...."
ERICKSON_UTILIZATION_AUTONOMY,RAPPORT,Rapport Building (라포 형성기),"You see, when you're working with subjects, you let them have an opportunity to experience their tra..."
ERICKSON_RATIFICATION,RAPPORT,Rapport Building (라포 형성기),Yes....
ERICKSON_CONSCIOUS_UNCONSCIOUS_DISSOCIATION,RAPPORT,Rapport Building (라포 형성기),"It's not something you learn to do consciously, it happens spontaneously; you only know later that i..."
ERICKSON_DOUBLE_BIND_SURPRISE,RAPPORT,Rapport Building (라포 형성기),Or would you like to have it as a surprise? Now or later?...
ERICKSON_PARADOXICAL_INQUIRY,RESISTANCE,Resistance Bypassing (저항 우회기),"When the subject goes through all the possible surprises, what can surprise them?..."
ERICKSON_CHALLENGE_SUGGESTION,ACTION,Call to Action (행동 촉구기),And what unusual thing is there? The hand could stay there and the subject cannot put it down. You a...
ERICKSON_CONFUSION_RESTRUCTURING,RESISTANCE,Resistance Bypassing (저항 우회기),"Go into a trance as you sit all the way down,..."
ERICKSON_UNCONSCIOUS_LEARNING_TRUISM,RAPPORT,Rapport Building (라포 형성기),You are developing your own psychological techniques of psychotherapy without knowing that you are d...
ERICKSON_PERMISSIVE_CHOICE,RAPPORT,Rapport Building (라포 형성기),"Imagine yourself in a fantasy spot, Either by a lake or a river, just some place you like. Take a de..."
